iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,"TP,TN,FP,FN",Human Notes,Random #
Methylene Blue (MB),null,null,null,null,Generates singlet reactive oxygen species (ROS) upon red light activation,Used in photodynamic therapy,chemrxiv_10.26434_SLASH_chemrxiv-2023-x6kg1,,,0.2309176635
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qn66k,,,0.9402550901
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xh4qp,,,0.6486492376
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-03ls0,,,0.3652697906
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-f7d2q,,,0.9571159813
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-87mtm,,,0.0155943679
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t10sc,,,0.8043880442
2-(2-Hydroxybenzylidene)hydrazinecarboxylic acid (2-hydroxyphenyl)methyl ester,acetonitrile,472,null,0.1,52000 (472 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2023-03s0m-v2,,,0.4852237783
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hc0g0,,,0.1203473427
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-502x8,,,0.7464791029
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rscrk,,,0.2298776691
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qmw03,,,0.8224835079
"1,3-Di(1H-indol-3-yl)isoindoline (HIDCI)",chloroform,null,null,null,null,Mentioned as a model system for fluorescence excitation spectroscopy; no specific absorption/emission peaks or quantum yield provided in the text.,chemrxiv_10.26434_SLASH_chemrxiv-2024-rcj48,,,0.2457992211
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5l14b-v2,,,0.5864329904
"9,10-Bis(phenylethynyl)anthracene (BPEA (1))",solid state,420,525,0.44,null,Exhibits additional red-shifted feature at ~ 600 nm,chemrxiv_10.26434_SLASH_chemrxiv-2024-65rbb-v2,,,0.0922527281
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jdtlw,,,0.6735170234
"2,2'-bipyridine molybdenum tetracarbonyl",THF,494,820,0.01,null,comparison to tris(pyridyl)ethane molybdenum tricarbonyl,chemrxiv_10.26434_SLASH_chemrxiv-2023-f28lg,,,0.708714237
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cwr53,,,0.7598939633
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2t8hw,,,0.808262296
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-l4jb4,,,0.2268925724
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-knn1v,,,0.9581376004
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tfn6t,,,0.8548989254
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-f0fgw-v2,,,0.9995249638
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-08t4w,,,0.043220907
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0f5tv-v2,,,0.3971528944
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qnhg0,,,0.7507455242
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-lvt66,,,0.9910709832
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lb5z3,,,0.9160621653
2B-CzCrs,toluene,431,null,0.55,null,TADF emitter with a narrowband emission (FWHM of 19 nm) in the deep-blue region,chemrxiv_10.26434_SLASH_chemrxiv-2024-b9fgn,,,0.0274616447
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-db2mp,,,0.8474149508
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vmbt3-v2,,,0.157014162
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p7159-v2,,,0.404135721
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c3654,,,0.6166954471
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6lc2c,,,0.9374026144
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jg1wl,,,0.1219399297
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f9zm0,,,0.0889954725
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1p6sn,,,0.7682431352
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m0tj1,,,0.1008301398
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vj4lt,,,0.1104305419
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-051v5,,,0.6229982015
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zp6vq,,,0.4526465409
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-41gh4,,,0.7352055118
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9vrz0,,,0.1610883237
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h6882,,,0.1103891658
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5cwts,,,0.8790417227
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-t2cbp,,,0.9248741867
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-msgw0,,,0.4157005204
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-trn26,,,0.930258767
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rtv95-v2,,,0.5945718398
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5058z-v2,,,0.8180898633
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1hpjr,,,0.8011754206
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3p62s,,,0.9465931107
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mq9b4,,,0.5250117974
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j0cfq-v2,,,0.419969646
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-psqxj,,,0.4168598703
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rrj7x,,,0.9516571448
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-11swk,,,0.5436440741
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6kt1w-v4,,,0.8833007945
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rl75s,,,0.8808686908
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x2kjg,,,0.9855515733
SR-3,ethanol,null,759,null,null,exhibits moderate fluorescence in aprotic solvents but non-emissive in protic solvents,chemrxiv_10.26434_SLASH_chemrxiv-2024-h6dvb,,,0.6817728102
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qj60t,,,0.9627650187
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vj8f6,,,0.655416471
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4lt9w,,,0.2587232529
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nggx1,,,0.7472126072
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fv4tm,,,0.7139507798
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-05v1b-v2,,,0.2460335023
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1pv2x,,,0.4211173449
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1w0rs,,,0.0916875051
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-q9h7c,,,0.8439779591
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-b8ggw,,,0.7596725861
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cq5rz,,,0.5549984896
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-tb2k0,,,0.0559368911
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pzbz4,,,0.0439648565
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x9t38,,,0.865818562
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d0mbc,,,0.3266768847
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dmm7x,,,0.4027024654
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p835f-v2,,,0.0194326341
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mgq6l,,,0.1382987467
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v4hx2,,,0.3739943386
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-85k51,,,0.7735754435
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vkg59,,,0.9791360716
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0ws9m,,,0.5922105263
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-b8pdw,,,0.8995049116
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6zkm0,,,0.1405103656
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2sbfs,,,0.49435233
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-l2jq2,,,0.338602233
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f8czr-v3,,,0.6893831897
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mxg14,,,0.3074828868
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tg7fs,,,0.7685364925
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-08847-v2,,,0.5898977958
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bmvkz,,,0.6048174822
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-863zk,,,0.8122826412
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j13hj-v2,,,0.9473390984
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lxg2w,,,0.5418302235
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7bbmh,,,0.6901838337
Eu3+ ion in GdVO4:Eu,null,274,619,0.89,null,Strong red emission properties,pubmed_11546352,,,0.2118292414
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-m0pkr,,,0.6403062919
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0k6z5,,,0.1892873475
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0jv9z-v3,,,0.4947725402
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tfk5v,,,0.5596652592
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tw9l1-v2,,,0.2581308822
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9lh21,,,0.4385183139
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6nqnq,,,0.6176208165
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bm6vb,,,0.0123223499
Resorufin,PBS (pH =7.4),null,null,null,null,"Phenol-containing cargo with lower pKa, leading to instability of corresponding phosphinate ester during lyophilization",chemrxiv_10.26434_SLASH_chemrxiv-2024-vqqvt,,,0.0817878912
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5bqml,,,0.3296707124
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9k024,,,0.4275842982
DOPAL-benzimidazole-BODIPY (2a) with phenylboronic acid-functionalized RhodamineB (3a),null,null,null,null,97% FRET efficiency at 20 equiv. 3a relative to 2a (wavelength not specified),dose-dependent increase in FRET efficiency observed,chemrxiv_10.26434_SLASH_chemrxiv-2024-51nj8,,,0.0444190153
"5,6-Di(2-pyridinyl)-1,2,4-triazine",MeOH,null,null,null,null,Luminogenic behaviour upon reaction with BCN derivatives,chemrxiv_10.26434_SLASH_chemrxiv-2024-r4p1p,,,0.7432071823
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bqd8c,,,0.3751897693
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-svwn2,,,0.5117158757
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ks227,,,0.1384428206
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4mh3l,,,0.8783537943
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ctwwx,,,0.3851597167
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-52xjr,,,0.3906873891
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-55shl,,,0.8699177178
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5837l,,,0.7161397841
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kqtm5,,,0.0848040343
"11,12-bis(3,3'',6,6''-tetra-tert-butyl-9'H-[9,3':6',9''-tercarbazol]-9'-yl)dibenzo[a,c]phenazine",toluene,346,null,0.59,5.7×10^4 (346 nm),The compound exhibits strong ICT character and positive solvatochromism.,chemrxiv_10.26434_SLASH_chemrxiv-2023-93jq8,,,0.5181791193
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-c1pk9,,,0.9656880931
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b38rz,,,0.5666608564
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6tg5n,,,0.9977378731
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9x1jz,,,0.2018164031
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6k7n9,,,0.5385725484
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-glz1z,,,0.2344468501
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7l988-v2,,,0.1481964299
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-1n6r9,,,0.2774638592
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rhx7h-v2,,,0.581847392
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-50bfz,,,0.4040698234
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m4c1v,,,0.4429898732
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kr41w,,,0.4359082438
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c9p3f,,,0.328330199
"1,2-Diketone, 3-bromo-2-thienyl",cyclohexane,560,null,0.382,null,Fast RTP with high color purity in solution,chemrxiv_10.26434_SLASH_chemrxiv-2023-h17m5,,,0.8389197071
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cvtpb,,,0.5231491709
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jbc0f,,,0.4859671311
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4hpzm,,,0.7508537571
DMA-CN-DPM,ACN,302,621,null,null,TSCT emission is sensitive to solvent polarity and temperature,chemrxiv_10.26434_SLASH_chemrxiv-2023-b8rbg,,,0.481144598
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cz9k2-v2,,,0.3744462272
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ztldb-v2,,,0.2081664463
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bxxtl-v2,,,0.619640392
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1lr0c,,,0.6401593008
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-l0fz9,,,0.2916960339
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6z1xd,,,0.1133202736
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vmx1f,,,0.0714166355
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2frs3,,,0.8432192293
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q3983,,,0.753253028
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ljkf8-v2,,,0.6271537938
NBD-OH,null,null,null,null,null,"Phenol-containing cargo with very low pKa, potentially too unstable for purification",chemrxiv_10.26434_SLASH_chemrxiv-2024-vqqvt,,,0.2409449439
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v4j8t,,,0.7379437652
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-39n68,,,0.2767200244
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bfhnh,,,0.715713124
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tbqxj,,,0.662750012
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-76f2f-v2,,,0.8249151183
DPPCYM,THF/water mixtures,550,null,null,null,AIE property confirmed with enhanced fluorescence at around 550 nm upon water addition,chemrxiv_10.26434_SLASH_chemrxiv-2024-vj663,,,0.3513228437
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0b8ft,,,0.249090763
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rht0l,,,0.2058585125
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zvh74,,,0.8243596922
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jg6bn-v2,,,0.2808865984
Tetraphenylethylene-based AIEgen (TPACN),DMSO/water (95%),492,null,null,null,"AIEgen, emission enhanced in aggregate state",chemrxiv_10.26434_SLASH_chemrxiv-2023-bnp66,,,0.1993329942
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wsh0x,,,0.9537729032
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gx53h,,,0.2828811218
Berberine chloride,null,344,null,0.89,22300 (344 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sdwfr,,,0.3849820623
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hsg0j,,,0.2491052416
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2vk8w,,,0.6540376598
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2dlcl-v2,,,0.2190375347
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-npxws-v2,,,0.021743566
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2s07m-v2,,,0.9160127458
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3927m,,,0.8674002306
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-30n98,,,0.8727608679
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-95mdm,,,0.2461672593
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-m0mqh,,,0.872504659
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cbq9k,,,0.266842888
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xdfjq,,,0.1079918824
"4,4'-(3,6-di(10H-phenoxazin-10-yl)dibenzo[a,c]phenazine-11,12-diyl)dibenzonitrile",Toluene,null,698,null,null,Near-IR red TADF emitter with twisted donor-acceptor structure,chemrxiv_10.26434_SLASH_chemrxiv-2024-s3nxt,,,0.7638303165
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t8cvk,,,0.2360295129
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4t8g2,,,0.3206109514
"N,N′-di-n-propyl-1,13-dimethoxyquinacridinium","N,N-Dimethylformamide (DMF)",620,null,null,null,"The fluorescence is maximized at 685 nm, corresponding to a Stoke shift of 0.2 eV.",chemrxiv_10.26434_SLASH_chemrxiv-2024-cnc9w,,,0.3727166371
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-z3zg0-v2,,,0.0050149669
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1t8rk,,,0.6158497797
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-lbppx,,,0.6445671818
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0md1d,,,0.3582930826
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hrc1c,,,0.4855915285
9H-Terrylene Diimide-Dibenzothiophene,toluene,628,645,0.3,null,Circularly polarized room temperature phosphorescence with a longer emission lifetime of 1.09 ms,chemrxiv_10.26434_SLASH_chemrxiv-2024-44vd8,,,0.7977838537
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2kl63,,,0.9137027522
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9tkg4,,,0.0796548673
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-n21z9,,,0.7735659548
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9bnjv-v2,,,0.8048304634
"7-N,N-dimethylamino-4-hydroxycoumarin-derived β-enaminone diketone",acetonitrile,527,551,null,null,"Exhibits positive photochromism in solution and thin film, negative photochromism in crystalline state",chemrxiv_10.26434_SLASH_chemrxiv-2023-fmz7q,,,0.5208916499
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9n8zn,,,0.687938859
Phenyl Ethyne Benzoisoquinolone Acetate (10),MeOH,363,433,0.09,8440 (363 nm),Remarkably lower quantum yield,chemrxiv_10.26434_SLASH_chemrxiv-2023-1xg8h,,,0.0814255036
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bd1x5,,,0.9692507186
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r3spg,,,0.3300785252
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-whtfd,,,0.116131576
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-09ljg,,,0.2243647007
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b3sm2,,,0.3423479607
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zlrdj,,,0.2123609872
