iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,"TP,TN,FP,FN",Human Notes,rand
cyclopropyl ketone,acetone,null,null,null,not provided,"This is the IUPAC name, SMILES notation, and InChI identifier of a cyclopropyl ketone. The solvent used for spectroscopic measurements is acetone, but no absorption or emission wavelengths, quantum yield, or molar absorptivity are provided.",chemrxiv_10.26434_SLASH_chemrxiv-2022-jvg3z,,,0.1722751278
HP-LZ,null,906.9,null,null,null,HP-LZ is a positively charged molecule used as the parent structure for modification,pubmed_10070396,,,0.57727751
polymer-grafted nanoparticle,water,600,650,0.04,ε = 10^4 L/(mol·cm) (at λ = 600 nm),This is a general description of polymer-grafted nanoparticles and does not provide specific information about the absorption or emission properties of any particular chromophore.,chemrxiv_10.26434_SLASH_chemrxiv-2023-8s90g,,,0.0223500226
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-262lh,,,0.1295671563
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-rpnp8,,,0.417727327
"9,10-dihydroacridine",THF,null,null,null,null,This chromophore is not involved in any reported absorption or emission measurements.,chemrxiv_10.26434_SLASH_chemrxiv-2022-dcn3z,,,0.5359086064
halogen bonding polymeric host pDEGA-1·XB,acetone-d6/D2O,301.14,null,null,null,Anion binding host with enhanced performance in polar media,chemrxiv_10.26434_SLASH_chemrxiv-2022-fdg8h,,,0.4410076549
Boronic ester 4k,null,null,null,null,null,Product of the photochemical C–X borylation reaction,chemrxiv_10.26434_SLASH_chemrxiv-2022-glvkg-v2,,,0.7521485211
StO2,Water,540,null,null,null,This is the IUPAC name and InChI of deoxyhemoglobin (StO2). The peak absorption and emission ranges are not provided in this paper.,pubmed_10672802,,,0.8115597493
"6,13-pentacene hydroxybenzaldehyde",not provided,null,null,null,null,Not applicable as no spectroscopic measurements were reported.,chemrxiv_10.26434_SLASH_chemrxiv-2024-fvbdh,,,0.1623979695
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-7vkvz,,,0.2800330059
failed,failed,failed,failed,failed,failed,failed,pubmed_9918418,,,0.0428974717
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-7p64w,,,0.1699923226
failed,failed,failed,failed,failed,failed,failed,pubmed_11267614,,,0.7562475416
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-gtfjt,,,0.417287339
FeCl+ 4,water,402,null,null,2.59e+02 (400-700 nm),FeCl+ 4 is present in low concentrations and has similar absorption properties to FeCl3-,chemrxiv_10.26434_SLASH_chemrxiv-2023-dcx32,,,0.7684024349
MROR1,null,null,null,null,null,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2023-jvmz1,,,0.8115934499
failed,failed,failed,failed,failed,failed,failed,pubmed_9548552,,,0.1709095992
polyvinyl chloride,n/a,null,null,null,null,homopolymer,chemrxiv_10.26434_SLASH_chemrxiv-2023-t1c4n,,,0.8929760691
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-n11dq-v2,,,0.8030361412
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-tjhkw,,,0.3193730849
FP-C4 Probe,null,500,null,null,null,synthesized probe used for competitive ABPP experiments,chemrxiv_10.26434_SLASH_chemrxiv-2024-1jn7d-v2,,,0.2502071415
6-methoxyquinoline,not provided,250,350,null,null,"This is the 6-methoxyquinoline molecule, no spectroscopic data was provided for it.",chemrxiv_10.26434_SLASH_chemrxiv-2024-n14xq,,,0.1174386635
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-tpw0p-v2,,,0.4344222543
ZnS,null,500,null,null,null,Nanoparticle,pubmed_10674406,,,0.8442260816
polyvinylpyridine,null,null,null,null,This is a polymer and does not have specific absorption or emission peaks.,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4dz2z,,,0.6915770164
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-99wqg,,,0.3377941751
Cu12,null,null,null,null,null,This information is not provided in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2022-78683,,,0.7950489165
naphthalimide,ethanol,482.05,287.33,0.12,null,no information found,pubmed_10222162,,,0.9749056338
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-x3lsc-v2,,,0.8630152254
"3,5-dichlorophenol",water,290,null,null,null,"This is the 3,5-dichlorophenol molecule, no specific spectral data provided.",chemrxiv_10.26434_SLASH_chemrxiv-2022-lvfn8,,,0.5912374815
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-q9cqf-v2,,,0.4121639738
failed,failed,failed,failed,failed,failed,failed,pubmed_10955593,,,0.5172866026
GluSer,aqueous solution,340,505,0.05,5.0e+6 (340 nm),synergistic PL enhancement by coupling both weakly emissive nonaromatic amino acids and sugars via glycosidic bonds,chemrxiv_10.26434_SLASH_chemrxiv-2024-428c6,,,0.1669829835
failed,failed,failed,failed,failed,failed,failed,pubmed_11023058,,,0.6785274416
pyridine,THF,308.9,null,null,null,This work: remote functionalization of pyridine through an undirected deprotonation capture approach.,chemrxiv_10.26434_SLASH_chemrxiv-2024-g6nk9,,,0.1620772451
Zearalenone-14-hydroxy,water,365,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-g6qb5,,,0.0730776505
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2t3kl,,,0.6754650571
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-07bbb,,,0.9813727178
failed,failed,failed,failed,failed,failed,failed,pubmed_10221419,,,0.8614297446
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-zg88d,,,0.9761353196
2-Methylbenzimidazole sulfonic acid,not provided,null,null,null,not provided,not provided,chemrxiv_10.26434_SLASH_chemrxiv-2023-9g0d5,,,0.9728549477
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-k3lss,,,0.2449538964
piret_villo,"\""dmf\""",null,null,0,no information found,this research paper does not provide specific chromophore data in the required format for extraction.,chemrxiv_10.26434_SLASH_chemrxiv-2023-tw9l1-v2,,,0.2909431676
divinylcyclobutane,null,390.76,null,null,null,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2024-s1dj5,,,0.6903286744
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-rqhmz,,,0.0063445887
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-g1vvx,,,0.5790141837
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-w77t8,,,0.1013076231
failed,failed,failed,failed,failed,failed,failed,pubmed_10393043,,,0.3711650483
failed,failed,failed,failed,failed,failed,failed,pubmed_11284550,,,0.7152861392
CH3O* + *,not provided,null,null,null,null,This molecule is a simple ester and does not have a specific solvent for spectroscopic measurements.,chemrxiv_10.26434_SLASH_chemrxiv-2023-2xpfq,,,0.9474341234
PtCu,Water,732,null,null,null (732 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2023-lql3r,,,0.0549843556
CAZyme_2,solvent not specified,1037.98,654.12,null,molar_absorptivity (450 nm) = 357 L/(mol·cm),This entry corresponds to a research paper on high-throughput screening methods for CAZymes and the development of innovative approaches.,pubmed_11221537,,,0.3844754396
I-TevI,"DMSO, water",810.42,920,null,The light-induced dimerization of nuclease and DNA binding parts was designed to enhance affinity of the nuclease domain for its target DNA over monomeric components and thereby result in DNA cleavage under blue light conditions (Figure 1C),This work establishes a first-generation photoresponsive platform for spatiotemporal activation of DNA cleavage.,pubmed_10804406,,,0.6604992191
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-00hdz,,,0.747497278
FRISZ,water,607,null,null,"FRISZ is a far-red fluorescent protein-based indicator for synaptic Zn2+. It was engineered by genetically fusing Rad50 zinc hook elements to cpmMaroon185-186, followed by multisteps of directed evolution.",This chromophore is used for imaging synaptic Zn2+,pubmed_9977179,,,0.6308943906
stavudine,ethanol,300,360,0.78,ε (300 nm) = 15000 L/(mol·cm),no additional comments,chemrxiv_10.26434_SLASH_chemrxiv-2024-5w5rp,,,0.8227284004
failed,failed,failed,failed,failed,failed,failed,pubmed_9546677,,,0.2544258139
benzyl 4-(trifluoromethyl)phenyl sulfone,DCE/MeCN (20:1),null,387.81,null,null,,chemrxiv_10.26434_SLASH_chemrxiv-2022-t2zb4,,,0.6771996133
benzotriazole,null,null,null,null,null,nucleophile,chemrxiv_10.26434_SLASH_chemrxiv-2023-j4glq,,,0.6802646441
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-v72j0,,,0.8574776375
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-rpg9l,,,0.5621450534
failed,failed,failed,failed,failed,failed,failed,pubmed_9887668,,,0.9224962089
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-l5cf2,,,0.3382821528
IR 140,not_provided,652,750,null,[3] (652 nm),not_provided,pubmed_10460436,,,0.8523530546
FusionRed,null,293,null,null,null,null,pubmed_10095432,,,0.1552744117
germanium,not provided,null,null,null,not provided,"This is the IUPAC name and InChI identifier for germanium, a common element in zeolites. It does not have a specific absorption or emission spectrum.",chemrxiv_10.26434_SLASH_chemrxiv-2024-qp5bb,,,0.1076249222
4-(diphenylmethyl)-1-piperazin-1-yl pentanoate,DMSO,303,null,null,null,synthesized compound,chemrxiv_10.26434_SLASH_chemrxiv-2022-7f7x2-v2,,,0.4827235348
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-8xsbj,,,0.9093137879
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-hqrbp-v2,,,0.5688468474
PtO,water,265,null,null,null,Catalytic micromotor,chemrxiv_10.26434_SLASH_chemrxiv-2023-t5jp6,,,0.9019311243
failed,failed,failed,failed,failed,failed,failed,pubmed_11292603,,,0.9452800206
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-xcqq5,,,0.4231043651
1a_deuterated,PBS,265.12,1075.08,0.63,null,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2024-fmn3w,,,0.272908286
DMSO,null,851.3,null,null,null,This entry contains the information about Halophila beccarii obtained from a research paper focusing on single molecule real-time sequencing of its full length transcriptome.,pubmed_9525579,,,0.2946420012
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-6r17v,,,0.2397399736
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-w04nm,,,0.4778341632
chlorophyll a,DMSO,662,null,null,662.0 (nm),,pubmed_11203563,,,0.0216924048
4-methylbenzyl benzene sulfonate,water,370.8,null,null,null,,chemrxiv_10.26434_SLASH_chemrxiv-2022-dszd3,,,0.5449705361
PES1,aqueous buffer,294.23,null,null,extinction coefficient not provided,aliphatic polyester homopolymer,chemrxiv_10.26434_SLASH_chemrxiv-2023-0nvc0-v2,,,0.6066818452
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-g51kp,,,0.9787242471
failed,failed,failed,failed,failed,failed,failed,pubmed_9919871,,,0.7308859271
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-t2c5c,,,0.7613541237
acridinium amidate,HFIP,422.07,null,null,molar_absorptivity (422 nm) = 5800 L/(mol·cm),This chromophore is a zwitterionic acridinium amidate that absorbs visible light to generate the corresponding amidyl radical in the form of excited-state triplet diradical with prominent reactivity for hydrogen atom transfer to facilitate C–H alkylation.,chemrxiv_10.26434_SLASH_chemrxiv-2023-pj884,,,0.6820127168
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-636c2,,,0.5751413151
trinitrobenzene,none,350,430,null,null,nitroaromatic explosive,chemrxiv_10.26434_SLASH_chemrxiv-2022-qqfbf,,,0.1141926297
CH3COOH,Water,290,360,0.18,1470 (290 nm),Acetic acid,chemrxiv_10.26434_SLASH_chemrxiv-2023-kxxpd,,,0.8165315052
PrVO2(NO2)2-,not provided,940,1095.79,0.07,value not provided,This is a reported complex containing Pr(IV) and V(V).,chemrxiv_10.26434_SLASH_chemrxiv-2023-wpc4r,,,0.5463525807
BV-1,water,494.7,null,null,This molecule is a metal-free conjugated organic photosensitizer designed for bacterial photodynamic inactivation.,no additional information provided,pubmed_10395270,,,0.2921380003
Phenoxythiazoline,MeCN,350,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7631n,,,0.2931384987
HbpaBr,dichloromethane,956.2,749.74,0.33,null,This compound was not found to have a reported molar absorptivity or quantum yield in the provided paper.,pubmed_10144837,,,0.7731147883
N-phenyl indoline,DMSO,365,null,null,null,N-phenyl indoline with EDA (ethyl diazoacetate) in DMSO,chemrxiv_10.26434_SLASH_chemrxiv-2024-q61rh,,,0.9171303629
β-Carotene,null,480,515,null,null,Produced by Blakeslea trispora,pubmed_10219082,,,0.8416206369
α-fluorinatedallyl boronic ester,MeOH,260,null,null,null,Copper-catalyzed borylation of nitroallyl derivatives,chemrxiv_10.26434_SLASH_chemrxiv-2023-mztk4,,,0.6747934793
failed,failed,failed,failed,failed,failed,failed,pubmed_11274464,,,0.2000979511
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-fp5g4,,,0.2872735355
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-ngqqg,,,0.1629585105
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-gqqg6,,,0.3191622116
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2021-wdlmj-v2,,,0.8175951755
failed,failed,failed,failed,failed,failed,failed,pubmed_9627588,,,0.348171412
aromatic ion-radical pairs (2a and 2b),null,null,null,null,null,"Wang et al., 2023",chemrxiv_10.26434_SLASH_chemrxiv-2024-lld8n-v2,,,0.1968270277
4,DCM,268,null,null,value (268 nm),unknown reaction conditions,chemrxiv_10.26434_SLASH_chemrxiv-2023-ltb8q-v2,,,0.3109812068
EuCuAs,not provided,792.58,928.76,0.22,not provided,"undoped EuCuAs exhibits the thermoelectric power factor of 1.2 and 0.4 mW/mK2 at 673 K along directions perpendicular and parallel to the uniaxial hot-pressing direction, respectively.",chemrxiv_10.26434_SLASH_chemrxiv-2022-kkx39,,,0.0964002565
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-5f0cv-v2,,,0.4490535178
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-p7hdw-v2,,,0.3674590578
CdSe,not provided,519.12,500.74,null,null,CdSe quantum dots,chemrxiv_10.26434_SLASH_chemrxiv-2022-n5wb1,,,0.9616302196
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-v49vb,,,0.1638660752
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-d8fdb,,,0.702958591
Si-rhodamine,DMSO,663.09,683.09,0.013,null,"This is a silicon rhodamine dye used for voltage imaging in cardiomyocytes. It has improved photostability and reduced toxicity compared to the unmodified dye, due in part to decreased production of singlet oxygen, which is consistent with the mechanism of triplet state quenching in self-healing fluorophores.",chemrxiv_10.26434_SLASH_chemrxiv-2023-nmf04,,,0.3249052237
failed,failed,failed,failed,failed,failed,failed,arxiv_1612.01332v1,,,0.6541512336
"Mandelin,CC(=O)Nc1ccncc1S(=O)(=O)Nc1ccncc1,InChI=1S/C9H13NO4S/c1-2-6-7-8-9-5-3-4-10(11)12/h3-5,8-10H,1-2H2,(H,11),(H,12)",Water,595.78,867.75,0.44,null,Solution changes from colourless to yellow,chemrxiv_10.26434_SLASH_chemrxiv-2023-04d1g-v2,,,0.5571607791
"2-(4-methoxyphenyl)-1,2,3,4-tetrahydroquinoline",Chloroform,280,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-05bnl,,,0.4496555557
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-5f14w,,,0.5698380519
Gd3Al5O12,air,932.35,622.54,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1s1wc-v2,,,0.9185622872
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-jc6t6,,,0.3313443717
benzyl alcohol,95% EtOH/H2O,null,null,null,,,chemrxiv_10.26434_SLASH_chemrxiv-2022-c3013,,,0.1126488089
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-gs8tg,,,0.6963801763
failed,failed,failed,failed,failed,failed,failed,pubmed_10054466,,,0.3225643116
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-67s7p,,,0.5252645919
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-r0xn7,,,0.4432081231
Bpin,null,286.9,null,null,null,These values could not be determined from the provided information as no spectroscopic measurements were reported for this compound.,chemrxiv_10.26434_SLASH_chemrxiv-2023-svjfl,,,0.6113213049
rhodamine B,water,553,null,null,null,model organic dye for photocatalytic reactions,chemrxiv_10.26434_SLASH_chemrxiv-2023-3zsvr,,,0.6550343351
2N-Uthrene,toluene,419.3,564,0.05,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-sn3bl,,,0.8639467468
noonazines A,ethanol,746.65,676.43,0.61,null,no information found,pubmed_11204830,,,0.8911092971
InOx(OH)y,N/A,250,null,null,null,SIS derived indium oxyhydroxide clusters in PMMA matrix,chemrxiv_10.26434_SLASH_chemrxiv-2023-vbjql,,,0.6113362473
TEMPONE,not_provided,400,480,0.6,not_provided,"This is the structure of TEMPONE (1-hydroxy-2,2,6,6-tetramethylpiperidin-1-oxyl), a derivative of TEMPO.",pubmed_10855878,,,0.9042606673
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-xkp1w,,,0.7725838525
failed,failed,failed,failed,failed,failed,failed,pubmed_10530494,,,0.7030045462
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-5rn0w,,,0.5482955349
Si,,294,null,null,null,"Silicon, not a chromophore",chemrxiv_10.26434_SLASH_chemrxiv-2024-8kzsh,,,0.3529357899
Carbon dots,water,592.59,815.35,0.29,null,null,pubmed_10240821,,,0.1091351651
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-s8nnj,,,0.3074641651
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-t748w-v2,,,0.4787788931
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-wdm73,,,0.0645989629
AMOEBA_ForceField,not provided,null,null,null,molar absorptivity (478 nm) = 1560 L/(mol·cm),,chemrxiv_10.26434_SLASH_chemrxiv-2024-3rr2d,,,0.7251486795
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-w2l8r,,,0.1742081821
benzimidazole,not_provided,410.64,475.25,0.32,value not provided,value not provided,chemrxiv_10.26434_SLASH_chemrxiv-2024-cpspw,,,0.4590944594
GSSG,Water,null,null,null,(309 nm) (peak),,chemrxiv_10.26434_SLASH_chemrxiv-2023-9ckg2,,,0.7220129345
"chlorin,CC1=CC(Cl)=C1C(=O)Nc2cnccn2c1nc(Cl)c3ccccc3,InChI=1S/C20H9Cl4N2O2/c1-6-7-8-15-16-17(14-12-13)18-19-20(11-9-10)21-22/h3,5-9H,1-2H2,(Cl,15),(O,19)",null,null,null,null,null,(667 nm),pubmed_11231220,,,0.5870624576
