iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper
15PN,C6F6,407.0,455.0,0.92,null,"Stokes shift 259 cm⁻¹, τ 2.54 ns",pubmed_11852195
16PN,C6F6,400.0,513.0,0.21,null,"Stokes shift 551 cm⁻¹, τ 2.45 ns",pubmed_11852195
null,null,null,null,null,null,null,pubmed_11852156
null,null,null,null,null,null,null,pubmed_11852027
null,null,null,null,null,null,null,pubmed_11849283
chlorophyll d,glycerol/water,699.0,655.0,null,null,Chlorophyll d in Lhcb-dbWT reconstituted complex with carotenoid triplet-triplet energy transfer pathways preserved.,pubmed_11849036
Glucose,water,213.0,null,null,679 (213 nm),Strong absorption near 190 nm,pubmed_11849034
Galactose,water,213.0,null,null,679 (213 nm),Strong absorption near 190 nm,pubmed_11849034
N-acetylglucosamine,water,213.0,null,null,679 (213 nm),Broad absorption band at 190 nm,pubmed_11849034
N-acetylgalactosamine,water,213.0,null,null,679 (213 nm),Broad absorption band at 190 nm,pubmed_11849034
null,null,null,null,null,null,null,pubmed_11848997
null,null,null,null,null,null,null,pubmed_11848678
null,null,null,null,null,null,null,pubmed_11848578
null,null,null,null,null,null,null,pubmed_11848558
null,null,null,null,null,null,null,pubmed_11847936
"1,4-Dimethyl-1-(6-(4-methylpiperidin-1-yl)tribenzo[a,c,i]phenazin-3-yl)piperidin-1-ium iodide",null,null,null,null,null,"MBD interacts with RNA G-quadruplex structures and has biological effects, but specific chromophore properties are not detailed in the study.",pubmed_11847542
spirooxazine,null,null,null,null,null,Chromophore formed via isomerization of spirooxazine under electrical degradation; exhibits yellow coloration but specific spectroscopic data not provided in this paper.,pubmed_11846028
null,null,null,null,null,null,null,pubmed_11845948
null,null,null,null,null,null,null,pubmed_11845938
null,null,null,null,null,null,null,pubmed_11843425
null,null,null,null,null,null,null,pubmed_11842411
null,null,null,null,null,null,null,pubmed_11841687
null,null,null,null,null,null,null,pubmed_11840952
null,null,null,null,null,null,null,pubmed_11840503
null,null,null,null,null,null,null,pubmed_11840466
null,null,null,null,null,null,null,pubmed_11840436
null,null,null,null,null,null,null,pubmed_11839097
null,null,null,null,null,null,null,pubmed_11838478
null,null,null,null,null,null,null,pubmed_11838422
tagRFP,null,null,null,null,null,Fluorescent protein used for labeling PSD-95 and Gephyrin puncta in live neurons.,pubmed_11838203
null,null,null,null,null,null,null,pubmed_11838088
null,null,null,null,null,null,null,pubmed_11837809
null,null,null,null,null,null,null,pubmed_11837441
null,null,null,null,null,null,null,pubmed_11836898
null,null,null,null,null,null,null,pubmed_11835272
null,null,null,null,null,null,null,pubmed_11835171
null,null,null,null,null,null,null,pubmed_11835142
bathocupSani,acetonitrile,370.0,null,null,null,"UV/Vis spectrum shows π→π* transitions at 290 and 320 nm, and ICT transition with λ max at 370 nm. Emission λ max at ~470 nm when excited at 380 or 800 nm.",pubmed_11833277
[Cu(bathocupSani)₂]BF₄,acetonitrile,560.0,null,null,null,Absorption band centered at 560 nm (1MLCT). Emission λ max at ~470 nm when excited at 800 nm. Anti-Stokes shift of 1.20 eV.,pubmed_11833277
[Cu(bathocupSani)(DPEPhos)]BF₄,acetonitrile,420.0,null,null,null,Absorption band at 420 nm (1MLCT). Emission λ max at ~470 nm when excited at 800 nm. Insufficient energy to populate excited triplet state due to large band gap.,pubmed_11833277
"2,2′-([1,1′-biphenyl]-4,4′-diyldi-2,1-ethenediyl)bis-benzenesulfonic acid disodium salt",DMF,350.0,430.0,0.62,null,high fluorescence quantum yield and binding with naphthalene bisurea,pubmed_11833066
null,null,null,null,null,null,null,pubmed_11832719
null,null,null,null,null,null,null,pubmed_11831872
null,null,null,null,null,null,null,pubmed_11831673
failed,failed,failed,failed,failed,failed,failed,pubmed_11831666
deprotonated 1-phenylethanol,gas phase,null,null,null,null,Chiral anion studied for photoelectron circular dichroism (PECD) properties.,pubmed_11831663
null,null,null,null,null,null,null,pubmed_11831255
null,null,null,null,null,null,null,pubmed_11829764
null,null,null,null,null,null,null,pubmed_11829070
null,null,null,null,null,null,null,pubmed_11828446
"1,7-bis(4-hydroxy-3-methoxyphenyl)-hept-5-en-2-one",null,470.0,null,null,null,Curcumin used as a photosensitizer in the conjugate Cum–PEG–BpAgNPs with absorption peak at 470 nm.,pubmed_11827557
null,null,null,null,null,null,null,pubmed_11827160
null,null,null,null,null,null,null,pubmed_11827045
"3,3'-Diethylthiatricarbocyanine iodide",null,780.0,810.0,null,null,Near-infrared photosensitizer used in photoimmunotherapy conjugates.,pubmed_11826922
null,null,null,null,null,null,null,pubmed_11826916
Ac-UVBNCz,toluene,445.0,null,0.5,null,monomeric TADF emitter without heavy atom effect,pubmed_11826893
Ac-UVBNCzBr,toluene,445.0,794.0,0.5,null,brominated derivative with external heavy atom effect enhancing SOC,pubmed_11826893
null,null,null,null,null,null,null,pubmed_11826125
null,null,null,null,null,null,null,pubmed_11718468
null,null,null,null,null,null,null,pubmed_11823459
failed,failed,failed,failed,failed,failed,failed,pubmed_11822076
2-aminobenzamide,null,null,null,null,null,Used for labeling glycans to improve separation and detection in HILIC methods.,pubmed_11821985
null,null,null,null,null,null,null,pubmed_11774278
null,null,null,null,null,null,null,pubmed_11821244
null,null,null,null,null,null,null,pubmed_11821201
null,null,null,null,null,null,null,pubmed_11820901
failed,failed,failed,failed,failed,failed,failed,pubmed_11820477
null,null,null,null,null,null,null,pubmed_11819900
null,null,null,null,null,null,null,pubmed_11818910
null,null,null,null,null,null,null,pubmed_11818684
null,null,null,null,null,null,null,pubmed_11818302
null,null,null,null,null,null,null,pubmed_11817636
null,null,null,null,null,null,null,pubmed_11816637
null,null,null,null,null,null,null,pubmed_11814627
null,null,null,null,null,null,null,pubmed_11812008
null,null,null,null,null,null,null,pubmed_11811827
null,null,null,null,null,null,null,pubmed_11809889
null,null,null,null,null,null,null,pubmed_11809576
null,null,null,null,null,null,null,pubmed_11809492
ABN,PBS buffer,445.0,530.0,0.54,20000 (442 nm),High quantum yield due to favorable tautomerism with A base pairing,pubmed_11808398
null,null,null,null,null,null,null,pubmed_11807973
null,null,null,null,null,null,null,pubmed_11807314
null,null,null,null,null,null,null,pubmed_11806436
antheraxanthin monoester,methanol/ethyl acetate,475.0,null,null,null,extracted from Paracoccussp. EGY7 using methanol/ethyl acetate,pubmed_11805741
astaxanthin monoester,methanol/ethyl acetate,470.0,null,null,null,extracted from Paracoccussp. EGY7 using methanol/ethyl acetate,pubmed_11805741
zeaxanthin monoester,methanol/ethyl acetate,458.0,null,null,null,extracted from Paracoccussp. EGY7 using methanol/ethyl acetate,pubmed_11805741
"3,5-difluoro-4-hydroxybenzylideneimidazolinone",null,null,null,null,null,Used as a chromophore with Broccoli RNA aptamer in transcription assays.,pubmed_11804915
"9,10-diphenylanthracene",p-xylene,275.0,465.0,0.5311,null,"High quantum yield due to triplet-triplet annihilation mechanism, solvent used for crystal growth was p-xylene",pubmed_11803249
methylene blue,water,660.0,null,0.7,71.55 (660 nm),used for C. albicans,pubmed_11803141
indocyanine green,water,808.0,null,0.4,40.73 (808 nm),used for S. aureus,pubmed_11803141
rose bengal,water,660.0,null,0.9,3.65 (660 nm),used for P. aeruginosa,pubmed_11803141
chlorin e6,water,662.0,null,0.3,60.39 (662 nm),used for C. albicans,pubmed_11803141
curcumin,water,460.0,null,0.8,65.14 (460 nm),used for P. aeruginosa,pubmed_11803141
toluidine blue O,water,460.0,null,0.5,0.04 (460 nm),used for A. baumannii,pubmed_11803141
phenothiazin derivative,water,660.0,null,0.6,4.00 (660 nm),used for MRSA,pubmed_11803141
dicationic boron dipyrromethene,water,610.0,null,0.5,2.48 (610 nm),used for S. aureus,pubmed_11803141
CFC-Cl,phosphate-buffered saline (PBS),890.0,930.0,null,null,CFC-Cl exhibits NIR-II fluorescence prior to enzymatic cleavage.,pubmed_11801379
CFC-NCS,phosphate-buffered saline (PBS),650.0,660.0,null,null,CFC-NCS shows a significant emission shift from NIR-II to NIR-I after GGT-induced cleavage.,pubmed_11801379
null,null,null,null,null,null,null,pubmed_11800949
null,null,null,null,null,null,null,pubmed_11797755
Nickel-pincer nucleotide (NPN) cofactor,null,380.0,440.0,null,null,"UV-Vis spectrum shows peaks at ~380, 440 nm with a shoulder at 550 nm.",pubmed_11796402
failed,failed,failed,failed,failed,failed,failed,pubmed_11795206
11-cis-Retinylidene,null,null,null,null,null,Chromophore in rhodopsin involved in phototransduction; no specific spectroscopic data provided.,pubmed_11794133
null,null,null,null,null,null,null,pubmed_11794114
example_1,DMSO,null,null,null,value (wavelength nm),null,pubmed_11791622
example_2,DMF- d7,null,null,null,value (wavelength nm),null,pubmed_11791622
1,chloroform,null,540.0,null,null,Protonated guanidine-SBF with dual emission due to ESIPT.,pubmed_11791125
2N1,chloroform,null,469.7,null,null,Guanidine subunit induces hypsochromic shift and antiaromaticity relief.,pubmed_11791125
null,null,null,null,null,null,null,pubmed_11790951
null,null,null,null,null,null,null,pubmed_11790859
null,null,null,null,null,null,null,pubmed_11790421
null,null,null,null,null,null,null,pubmed_11789549
null,null,null,null,null,null,null,pubmed_11789023
null,null,null,null,null,null,null,pubmed_11788260
iupac_11_cis_retinal,null,null,null,null,null,"Chromophore involved in vision; details like absorption/emission wavelengths, quantum yield, and molar absorptivity not provided.",pubmed_11787647
null,null,null,null,null,null,null,pubmed_11786754
null,null,null,null,null,null,null,pubmed_11785979
null,null,null,null,null,null,null,pubmed_11785975
null,null,null,null,null,null,null,pubmed_11785130
failed,failed,failed,failed,failed,failed,failed,pubmed_11783821
null,null,null,null,null,null,null,pubmed_11783381
null,null,null,null,null,null,null,pubmed_11783336
null,null,null,null,null,null,null,pubmed_11783016
null,null,null,null,null,null,null,pubmed_11757156
failed,failed,failed,failed,failed,failed,failed,pubmed_11780772
null,null,null,null,null,null,null,pubmed_11780329
null,null,null,null,null,null,null,pubmed_11780148
null,null,null,null,null,null,null,pubmed_11779891
failed,failed,failed,failed,failed,failed,failed,pubmed_11776934
null,null,null,null,null,null,null,pubmed_11775856
flavin adenine dinucleotide,null,null,null,0.8,null,"The quantum yield of the FAD chromophore is reported to be greater than 80%, but specific absorption and emission wavelengths are not provided in this study.",pubmed_11775712
oNB,null,350.0,null,null,500 (350 nm),Absorbs in UV range,pubmed_11775701
NV,null,350.0,null,null,4–5000 (350 nm),Higher extinction coefficient than oNB,pubmed_11775701
DEAC,null,405.0,null,null,14–18000 (385 nm),Absorbs violet light strongly,pubmed_11775701
RuBi,null,440.0,null,null,5600 (450 nm),Absorbs blue light,pubmed_11775701
BODIPYs,null,510.0,null,0.01,40–100000 (510–570 nm),"High extinction coefficient, low quantum yield",pubmed_11775701
Cy7,null,675.0,null,null,55000 (675 nm),Absorbs red light,pubmed_11775701
4-(dimethylaminophenyl)phenylalanine,MeOH,300.0,384.0,0.73,17000 (300 nm),Highly fluorescent with strong charge transfer properties and pH sensitivity.,pubmed_11775655
all-trans-retinal,null,570.0,null,null,null,"The chromophore exhibits specific Raman modes at 1820 cm−1, 1700 cm−1, and 954 cm−1, supporting the three-state model of photoisomerization.",pubmed_11775652
Malachite green,null,620.0,null,null,null,Malachite green (MG) is a triphenylmethane dye used as a chromophore in visible wavelengths. It was detoxified by Bacillus pacificusROC1 through reduction to leuco-malachite green (LMG).,pubmed_11775184
Leuco-malachite green,null,null,null,null,null,"Leuco-malachite green (LMG) is the reduced form of malachite green, formed via enzymatic reduction by AzrC. It was identified as a major product in the degradation process.",pubmed_11775184
failed,failed,failed,failed,failed,failed,failed,pubmed_11775059
null,null,null,null,null,null,null,pubmed_11774975
Active Enediyne Chromophore (AE),null,null,null,null,null,Enediyne chromophore derived from lidamycin used in aptamer-drug conjugates for anti-tumor activity.,pubmed_11773979
null,null,null,null,null,null,null,pubmed_11773077
failed,failed,failed,failed,failed,failed,failed,pubmed_11772872
null,null,null,null,null,null,null,pubmed_11772623
null,null,null,null,null,null,null,pubmed_11772576
null,null,null,null,null,null,null,pubmed_11772366
4-(4-(dimethylamino)styryl)-N-methylpyridinium iodide,Fluo-4/AM solution,494.0,506.0,null,12300 (494 nm),null,pubmed_11684889
"2',7'-dichloro-5,5',6,6'-tetrachloro-1,3,5-triazine-4-carboxylic acid diacetate",DCFH solution,485.0,530.0,null,10000 (485 nm),null,pubmed_11684889
Rose Bengal,DMEM/F12 supplemented with 5% FCS and 1% P/S,null,null,null,null,"Rose Bengal was used at a concentration of 0.001% (m/v) and activated with green light (565 nm, 0.283 mW/cm²) to achieve a fluence of 0.14 J/cm².",pubmed_11771863
Bi(MesPDP Ph)Br,2-MeTHF,505.0,606.0,null,7.3 (505 nm),Red phosphorescence at 77 K,pubmed_11771734
Bi(MePDP Ph)Cl,2-MeTHF,501.0,610.0,null,3.8 (501 nm),Red phosphorescence at 77 K,pubmed_11771734
Bi(MePDP Ph)Br,2-MeTHF,508.0,622.0,null,3.2 (508 nm),Red phosphorescence at 77 K,pubmed_11771734
Bi(MePDP Ph)I,2-MeTHF,501.0,614.0,null,2.8 (501 nm),Red phosphorescence at 77 K,pubmed_11771734
Bi(tBuPDPtBu)Br,2-MeTHF,521.0,640.0,null,8.8 (521 nm),Red phosphorescence at 77 K,pubmed_11771734
Bi(PhPDP Ph)Br,2-MeTHF,524.0,645.0,null,10.4 (524 nm),Red phosphorescence at 77 K,pubmed_11771734
null,null,null,null,null,null,null,pubmed_11771422
null,null,null,null,null,null,null,pubmed_11770380
Green Fluorescent Protein (GFP),null,null,null,null,null,Used as a fluorescent tag in biosensors.,pubmed_11749120
mEGFP,null,null,null,null,null,Brighter variant of GFP used in lipid sensors.,pubmed_11749120
mNeonGreen,null,null,null,null,null,"Three times brighter than mEGFP, used for live-cell imaging.",pubmed_11749120
"StayGold variants (e.g., mStayGold)",null,null,null,null,null,Photostable fluorescent proteins used in biosensors.,pubmed_11749120
mScarlet-I,null,null,null,null,null,Bright red fluorescent protein used in lipid sensors.,pubmed_11749120
FusionRed- MQV,null,null,null,null,null,Brighter variant of FusionRed for live-cell imaging.,pubmed_11749120
mScarlet3,null,null,null,null,null,Brilliant and fast-maturing red fluorescent protein.,pubmed_11749120
null,null,null,null,null,null,null,pubmed_11769140
null,null,null,null,null,null,null,pubmed_11768380
null,null,null,null,null,null,null,pubmed_11768028
naphthalene,2-propanol,420.0,null,null,null,triplet state in solution,pubmed_11767852
naphthalene dimer (excimer),gas phase,500.0,null,null,null,delocalized triplet state,pubmed_11767852
naphthalene dimer (localized),gas phase,400.0,null,null,null,localized triplet state with red-shifted transitions up to 600 nm,pubmed_11767852
null,null,null,null,null,null,null,pubmed_11767644
null,null,null,null,null,null,null,pubmed_11767499
null,null,null,null,null,null,null,pubmed_11767271
null,null,null,null,null,null,null,pubmed_11766709
null,null,null,null,null,null,null,pubmed_11766693
null,null,null,null,null,null,null,pubmed_11766626
null,null,null,null,null,null,null,pubmed_11766414
null,null,null,null,null,null,null,pubmed_11765978
null,null,null,null,null,null,null,pubmed_11765533
null,null,null,null,null,null,null,pubmed_11765280
null,null,null,null,null,null,null,pubmed_11765020
null,null,null,null,null,null,null,pubmed_11764958
null,null,null,null,null,null,null,pubmed_11763962
null,null,null,null,null,null,null,pubmed_11763093
1a,toluene,349.0,418.0,0.48,null,null,pubmed_11763072
1b,toluene,385.0,448.0,0.24,null,null,pubmed_11763072
1c,toluene,369.0,424.0,0.48,null,null,pubmed_11763072
null,null,null,null,null,null,null,pubmed_11762621
null,null,null,null,null,null,null,pubmed_11761961
null,null,null,null,null,null,null,pubmed_11761503
null,null,null,null,null,null,null,pubmed_11760776
