iupac_name,smiles,inchi,pka_value,pka_type,functional_group,solvent,temperature,ionic_strength,method,uncertainty,additional_info,paper,"TP,TN,FP,FN",Human Notes,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Systematic Review and Meta-Analysis Protocol,null,This study aims to evaluate the efficacy and safety of Acupoint Catgut Embedding (ACE) for depression.,pubmed_10800672,,,,,,,
,null,null,13.98,acid,carboxylic acid,water,298.15,0.1M NaCl,potentiometric titration,0.04,"Co(II) in HDEHP aqueous solution, pH 5.0",chemrxiv_10.26434_SLASH_chemrxiv-2022-r2hff,,,,,,,
,[Cc1cc(C)N=C(C)C1],"InChI=1S/C8H9NO/c1-2-3-4-5-6-7-8(9)1/h1-8H,9H2",10.7,acid,carboxylic acid,water,298.15,0.1M,pH-metric titration,0.1,additional information: pKa value was determined by titrating a 0.1 M solution of the compound in water with sodium hydroxide,arxiv_1909.00633v1,,,,,,,
,[O=C1CC(N(C(=O)NC1=CC=CC=C1)C2=CC=CC=C2)C3=CC=CC=C3],"[InChI=1S/C20H16N4O4/c1-17-18-19(20)15-16/h1-10,13-14,16-17H,1-2H2,(H,18,19),15,19-20H2/t10-,13+,16+]",8,acid,carboxylic acid,water,298.15,0.1M,UV-Vis spectroscopy,0.1,,pubmed_10593130,,,,,,,
,<no value>,<no value>,null,D1 receptor,,null,null,null,"Functional magnetic resonance imaging (fMRI), Positron emission tomography (PET)",null,,pubmed_10899378,,,,,,,
,<no value>,<no value>,null,5-HT1A,null,null,null,null,Bibliographic research,null,Preclinical studies reporting a role for serotonin/serotonin receptors in the pathophysiology of painful diabetic neuropathy,pubmed_10377435,,,,,,,
,<no value>,<no value>,null,SLC4A10,null,null,298.15,null,Utilizing exome/genome sequencing in families with undiagnosed neurodevelopmental disorders and international data sharing,null,The families harbor 8 segregating ultra-rare biallelic SLC4A10 variants,pubmed_11157690,,,,,,,
,<no value>,<no value>,85.39,acid,PKCδ,null,298.15,null,experimental method not provided,null,Additional information: PKCδ is an activator of neuronal mitochondrial metabolism that mediates the spacing effect on memory consolidation,pubmed_11212906,,,,,,,
,<no value>,<no value>,null,dopamine,"aromatic ring, diol, amine",<no value>,null,null,molecular dynamics,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv-2021-2fwxt,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no value>,pubmed_11192580,,,,,,,
,<no value>,<no value>,null,pre-stellar core,not provided,not provided,null,not provided,"Akari, Herschel, SCUBA2 data",null,Environmental effects on pre-stellar cores in Cepheus and Ophiuchus regions,arxiv_1503.06121v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Histological analysis of dorsal skin tissues,null,Sexual dimorphism in plumage coloration,pubmed_11110362,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Co-catalyzed polarized diene cycloaddition,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv-2023-h7h38,,,,,,,
,null,null,null,pKa type (str),not applicable,not provided,null,null,not applicable,null,not applicable,pubmed_10853918,,,,,,,
,<no value>,<no value>,null,acid,phenol,CH3CN,298.15,,electrochemical method,null,,chemrxiv_10.26434_SLASH_chemrxiv-2022-mmdn6-v2,,,,,,,
,<no value>,<no value>,null,benzoxaborole,null,null,null,null,Rhodium-catalyzed [2 + 2 + 2] cycloaddition,null,This is a method for synthesizing complex benzoxaboraheterocycles through Rh-catalyzed [2 + 2 + 2] cycloaddition using MIDA-protected alkyne boronic acids. The key to the development of this methodology was overcoming the steric barrier to catalysis by leveraging chelation assistance.,pubmed_10845118,,,,,,,
,<no value>,<no value>,null,acid,furfural,<no value>,null,null,electrolysis,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv-2023-c81vd,,,,,,,
,<no value>,<no value>,null,pKa,<no value>,<no value>,null,null,<no value>,null,<no value>,pubmed_10617769,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10963452,,,,,,,
,Mycobacterium bovis,null,42.05,acid,BCG,null,310.15,null,Toll-like receptor agonist,null,not provided,pubmed_10970137,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-c6lg2,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10849721,,,,,,,
null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-01sv9,,,,,,,
,<no value>,<no value>,null,<no value>,null,null,298.15,null,<no value>,null,<no information found>,pubmed_10669371,,,,,,,
,<no value>,<no value>,null,acid,phosphate,null,null,null,pH-stat method,null,This study did not report any experimental pKa values.,pubmed_10834693,,,,,,,
,[TMSP],[InChI not provided],4.3,acid,phosphate,water,298.15,not provided,HPLC-UV method,0.1,The pKa was measured using HPLC-UV method,pubmed_10636121,,,,,,,
,<no value>,<no value>,null,Golgi apparatus,<no value>,null,null,null,<no value>,null,<no value>,pubmed_10605100,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-wnts7,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no information found>,pubmed_10696468,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_11252999,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no information found>,chemrxiv_10.26434_SLASH_chemrxiv.12122763.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not provide experimental pKa values for any compounds.,chemrxiv_10.26434_SLASH_chemrxiv.13622423.v1,,,,,,,
,<no value>,<no value>,null,acid,[hydroxyl],null,null,null,null,null,null,pubmed_10847102,,,,,,,
,8OGI,"InChI=1S/C76H92N4O30Fe/c1-52(6)11-21(33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51)/h1-51H,52N/t1-,52+/m1/s1",27.4,acid,prosthetic heme group,water,293.15,null,X-ray crystallography,null,The crystal structure of mature leukocyte eosinophil peroxidase (EPO) at 1.6 Å resolution was determined and analyzed. The architecture of the heme cavity and substrate access channel were compared with myeloperoxidase to decipher structural differences that may contribute to different enzymatic properties.,pubmed_10679500,,,,,,,
,[Ru(trop2dae)],"InChI=1S/ RuH3N4O2C5H7/c1-6(8)9-20(23)21(17,18)22(19)13-3(4)10-5(7)1-2 /h1-5H,6-7H2,(8)O+/t1-,2-,3-,4-,5-,6-,7-,8-,9-,10-,13-,17-,18-,19-,20-,21-,22-,23-",null,no value,pKa (amide nitrogen),null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.8947427.v1,,,,,,,
,<no value>,<no value>,null,EP2,null,null,null,null,In vitro studies on the binding of PGE2 to EP2 for ureteral relaxation,null,EP2 protein expression in ureteral tissue,pubmed_11161962,,,,,,,
,<no value>,<no value>,5.07,acid,carboxylic acid,null,null,null,pH-stat method,null,"This is a study investigating the role of Dickopff-1 in suppressing cancer stem cell properties and promoting neuronal differentiation of human neuroblastoma cell line SH-SY5Y. The paper reports pKa values for carboxylic acid functional groups associated with the compound under investigation, but does not provide specific compounds or their identifiers.",pubmed_11253693,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Experimental pKa determination,null,No experimental pKa values reported,chemrxiv_10.26434_SLASH_chemrxiv-2023-71bbj,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_10298490,,,,,,,
,Cucurbit[8]uril,"InChI=1S/C47H46N2O13/c1-5-9-10(11)12-14(15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38)39-40(41,42,43,44,45,46,47)/h1-10H,11-12H2,13-14H3,15-16H4,17-18H5,19-20H6,21-22H7,23-24H8,25-26H9,27-28H10,29-30H11,31-32H12,33-34H13,35-36H14,37-38H15",8.03,acid,NH3+,MoS2,298.15,null,Cyclic Voltammetry,null,"This paper presents the development of an electrochemical sensor towards melatonin determination based on the synergistic effect between MoS2 and cucurbit[8]uril (CB[8]). The sensor design, optimization, AFM characterization, and electrochemical characterization of the GC/MoS2 are described. The method proposed is good enough to be applied to MEL determination in real samples of different nature.",pubmed_10300025,,,,,,,
,<no value>,<no value>,null,not provided,not provided,not provided,null,not provided,not provided,null,This data is not reported in the paper.,pubmed_11209992,,,,,,,
Caffeine,null,null,47.52,base,Mapt,null,293.15,null,HPLC-MS,null,null,pubmed_11091324,,,,,,,
,<no value>,<no value>,null,null,null,<no value>,298.15,null,<no value>,null,<no value>,pubmed_10974668,,,,,,,
,<no value>,<no value>,null,GPER,<no value>,<no value>,null,null,Immunohistochemistry,null,<no value>,pubmed_10870147,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-1zt9k,,,,,,,
,<no value>,<no value>,null,acid,<no value>,null,null,null,<no value>,null,<no additional information>,pubmed_10948780,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-lng5h,,,,,,,
,<no value>,<no value>,null,GLUT-2,null,null,null,null,null,null,This paper does not contain experimental pKa values and related information for compounds.,pubmed_10850595,,,,,,,
,oroxylin,"InChI=1S/C15H10O4/c1-9(2)13-10(8)16(17)14(11)15(18)12(3)4-19(14,15)16(17)13-10(8)2/h1-10H,11H2,13H3,14H4,15H5,16H6,17H7,18H8,19H9",10.33,acid,oroxylin,DMSO,298.15,0.1M NaCl,HPLC-MS,null,"This research was funded by Sabinsa Corporation. In addition, it was supported in part by funding from the Texas A&M AgriLife Institute for Advancing Health through Agriculture (IHA).",pubmed_11206423,,,,,,,
,<no value>,<no value>,null,dearomative addition,arylsulfonyl enamide,<no value>,null,null,<no value>,null,<no additional information found>,chemrxiv_10.26434_SLASH_chemrxiv.14485407.v1,,,,,,,
,<no value>,<no value>,null,not provided,not provided,not provided,null,not provided,not provided,null,This study for the first time applied label-free quantitative proteomics and non-targeted metabolomics to identify potential differentially expressed proteins (DEPs) and differentially expressed metabolites (DEMs) in breast abscess infected with CA-MRSA compared to methicillin-susceptible Staphylococcus aureus (MSSA). The results will provide candidate biomarkers for CA-MRSA early diagnosis and provide clues for multidrug resistance mechanism and the identification of new therapeutic targets.,pubmed_10679464,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,16S rRNA gene sequencing,null,This study aimed to identify the specific changes in the endometrial microbiome in patients with endometritis and to explore how Clostridium tyrobutyricum and Staphylococcus aureus affect the microbiota.,pubmed_11139922,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_11164105,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values.,pubmed_11233959,,,,,,,
,<no value>,<no value>,null,acid,phosphate group,null,null,null,not provided,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10954996,,,,,,,
,<no value>,<no value>,8.64,acid,fasting-mimicking diet,null,null,null,bibliometric analysis,null,The Fasting-Mimicking Diet (FMD) is a nutritional strategy that involves significantly reducing calorie intake for a specific period to mimic the physiological effects of fasting while still providing the body with nutrition. The aim of this study was to conduct a bibliometric analysis on the latest trends and areas of intense activity within the sphere of FMD.,pubmed_10844425,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10669836,,,,,,,
,<no value>,<no value>,null,acid,null,<no value>,null,null,<no value>,null,<no information found>,pubmed_10764561,,,,,,,
,C1CC(=O)N1C(Br)=CC(NO2)=C1,"InChI=1S/C9H7BrNO4/c1-3-6(5)8-7(9)4/h3,5H,1-2H2,6H3,(H,7,9)/t3-,5+,6-/m0/s1",25.06,base,nitro group,DMSO,415.83,null,UV-Vis spectroscopy,1.13,null,pubmed_11186341,,,,,,,
Caffeic acid,C6H7O4,"InChI=1S/C6H7O4/c1-3-2-4-5-6/h1-3,5-6H",9,acid,phenolic acid,DMSO,298.15,0.1M,pH-metric titration,0.1,Solvent: DMSO,pubmed_11182523,,,,,,,
,<no value>,<no value>,null,base,nucleoprotein,null,null,null,,null,,pubmed_10828234,,,,,,,
,<no value>,<no value>,null,pH,<no value>,<no value>,null,null,<no value>,null,<no additional information found>,pubmed_11112558,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_11258118,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,"This study was designed to fabricate and characterize membranes of PCL nanofibers loaded with nano-hydroxyapatite and the hop extract, produced through electrospinning, and to evaluate their physicochemical, mechanical, and in vitro antimicrobial properties.",pubmed_11085452,,,,,,,
null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10906008,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-3fgrr-v2,,,,,,,
,Zr(OH)2,InChI=1S/Zr(OH)2/h1-2H3/c1-2,9.5,acid,hydroxyl,null,null,null,potentiometric titration,null,"This study focuses on the stability of Zr-based UiO-66 MOFs in basic solutions, but no specific solvent or temperature is mentioned for this acid.",pubmed_10780619,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,<no value>,pubmed_11264232,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-rvxzx,,,,,,,
,[Phen-Ala-Gly-GCP](https://orcid.org/0000-0003-1779-4524),[CID=6866163],null,6.47,acid,phenolic hydroxyl group,null,null,null,null,null,pubmed_11084427,,,,,,,
,<no value>,<no value>,8.6,acid,carboxylic acid,null,null,null,null,null,<no information found>,pubmed_11179362,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11207335,,,,,,,
,mefloquine,"InChI=1S/C16H24ClNO3/c1-8(9)10-15(17)16(18)13-14-12-11-16/h1-10,13-14,16H,1-7H2,11-12H3,15H4",20.82,acid,quinoline derivative,sodium citrate buffer (pH 3),298.15,null,HPLC,0,This study investigates the complexation of mefloquine hydrochloride by cyclodextrins to improve its solubility in order to design an oral solution.,pubmed_10747339,,,,,,,
,<no value>,<no value>,null,cell fusion,<no value>,<no value>,null,null,<no value>,null,<no value>,pubmed_11172233,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-cpspw,,,,,,,
,<no value>,<no value>,null,acid,alcohol,null,null,null,null,null,<no information found>,chemrxiv_10.26434_SLASH_chemrxiv.11697852.v1,,,,,,,
,<no_value>,<no_value>,null,null,null,null,null,null,GEOMETRY AND DYNAMICS ON SUBLINEARLY MORSE BOUNDARIES OF CAT(0) GROUPS,null,null,arxiv_1911.03296v2,,,,,,,
(smiles and InChI are missing),null,<null>,null,acid,carboxylic acid,<null>,null,,null,null,,chemrxiv_10.26434_SLASH_chemrxiv-2024-37kvr,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain any experimental pKa values to extract.,pubmed_10656483,,,,,,,
,<no value>,<no value>,null,null,pyrazine,null,null,null,<no value>,null,<no value>,pubmed_10649211,,,,,,,
,<no value>,<no value>,null,bitter taste receptor,TAS2R46,null,null,null,not provided,null,This research demonstrates the expression and functionality of hTAS2R46 in human skeletal muscle cells. The presence of this type 2 bitter receptor in human skeletal muscle is experimentally shown for the first time.,pubmed_10522851,,,,,,,
,null,null,77.28,acid,carboxylic acid,null,null,null,MM-PBSA free energy prediction,4.43,Example study,pubmed_10343376,,,,,,,
<no value>,CC1C2 = CC = CC = C2CCN1C3 = NC(=NC(=C3C)C)NC4 = CC = C(C=C4)F1,CC1C2 = CC = CC = C2CCN1C3 = NC(=NC(=C3C)C)NC4 = CC = C(C=C4)F1,82.55,acid,protonated form,null,null,null,PBPK modeling,null,0.6,pubmed_10904617,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-metric titration,null,Synaptic vesicle exocytosis and endocytosis with FM dyes,pubmed_10424573,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_11007185,,,,,,,
,<no value>,<no value>,null,acid,sonic hedgehog a,<no value>,null,null,heat shock promoter overexpression,null,<no additional information found>,pubmed_11275767,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv.11388321.v1,,,,,,,
,<no value>,<no value>,80.84,acid,phosphate,null,293.15,null,HPLC-MS/MS,null,Roflumilast ameliorates rotenone-induced Parkinson’s disease in rats,pubmed_11006765,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Conference Capsules,null,null,pubmed_11157278,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_10695139,,,,,,,
,<no value>,<no value>,null,acid,nitrogen atom,null,null,null,Raman scattering,null,This research received no external funding.,pubmed_10707806,,,,,,,
