iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,"TP, TN, FP, FN",Human Notes,,,,,
hydrogen sulfite,7.04,water,298.15,sulfonate group,null,pKa value determined from experimental tautomer ratio and Eq. (5),pubmed_11487263,,,,,,,
R-PhNH2,7.05,null,298.15,null,null,null,pubmed_11477995,,,,,,,
alectinib,7.05,null,null,null,null,pKa value referenced from an external source ([17]),pubmed_11207005,,,,,,,
Brivaracetam,7.07,null,null,null,null,Molecular weight of 212.29 g/mol; used in PBPK model development,pubmed_11164859,,,,,,,
Neutral Red,7.1,acidic medium (0.1 M HCl),null,null,null,pKa value in solution; turns yellow in basic medium,pubmed_11398227,,,,,,,
"4-N,N-Dimethylaminoethyloxy-1,8-naphthalimide-Labelled PAMAM Dendrimer",7.19,Ethanol-Water (1:4 v/v),298.15,null,null,"pH dependence of fluorescence intensity in aqueous solution, close to physiological pH",pubmed_11085750,,,,,,,
sulfathiazole,7.2,null,null,null,null,null,pubmed_10703727,,,,,,,
Nintedanib (NTB),7.23,null,null,null,null,Low aqueous solubility of 0.0309 mg/ml,pubmed_11214665,,,,,,,
7-Hydroxy-3-(4-hydroxyphenyl)chromen-4-one,7.25,Water,298.15,null,0.84,"Nan et al. (2014), measured at 25°C",pubmed_11220827,,,,,,,
Hepes,7.38,pH gradient (0.11 M),310,Imidazole,null,pH gradient solution for pKa determination,chemrxiv_10.26434_SLASH_chemrxiv-2024-dxxmg,,,,,,,
4-Hydroxy-3-methoxybenzaldehyde,7.4,null,300.15,Hydroxyl,null,"Electrochemical sensor for vanillin detection, pKa value mentioned in context of vanillin's ionizable functional group at pH=7",pubmed_10589296,,,,,,,
"8-hydroxypyrene-1,3,6-trisulfonate (HPTS)",7.4,50% ethanol,296.15,null,0,Ground-state pKa value,chemrxiv_10.26434_SLASH_chemrxiv-2023-rdkn3,,,,,,,
"3-Nitrosalicylaldehyde 3,4,5-trimethoxybenzoyl hydrazone",7.4,aqueous solution (pH 7.4),null,phenol,null,Ka value mentioned for phenol deprotonation at this pH,pubmed_10644011,,,,,,,
"4,4'-Sulfonyldiphenol",7.4,null,null,null,0.63,pKa range reported as 7.4 – 8.03,pubmed_10767634,,,,,,,
Z base,7.4,null,298.15,null,null,Spectrophotometric measurement using a Nanodrop 2000 spectrophotometer,pubmed_11260478,,,,,,,
"3,3'-piperazine-bis(benzoxaborol)",7.44,water,298.15,null,0.01,Determined by both spectrophotometric and potentiometric methods (Supplementary Fig. 9),pubmed_10439165,,,,,,,
ICPD47,7.44,"universal buffer (50 mM NaCl, 50 mM sodium acetate, 25 mM sodium tetraborate, and 50 mM sodium phosphate)",298.15,phenolic hydroxy group,null,Spectrophotometric determination at various pH values from 4.5 to 10.5,pubmed_10688098,,,,,,,
Hydroxyzine Hydrochloride,7.45,null,null,null,null,Recognized pKa value,pubmed_11357029,,,,,,,
3-fluoro-5-methylpyridin-4-amine,7.46,octanol-water (pH 7.4),300.15,null,null,null,pubmed_10441322,,,,,,,
pH-responsive fluorescein dye,7.47,null,298.15,null,null,Calculated pKa for ratiometric pH response within range 5.5–9.0,pubmed_11137054,,,,,,,
Ac-THEIGHTLGLSHP-NH2,7.48,Aqueous Solution,298.15,null,0.08,Protonation constant for His,pubmed_10647932,,,,,,,
"2-((1-Benzyl-1H-1,2,3-triazol-4-yl)methyl)phenol (Assumed IUPAC for A)",7.52,null,298.15,Oxime group of triazole salicylaldoxime derivative,0.05,Novel uncharged aldoxime,pubmed_10534079,,,,,,,
D95E/T99C,7.58,null,null,counterion D222,null,null,pubmed_11274289,,,,,,,
KQEGRDHDKSKGHFH,7.58,aqueous solution with 4 mM HClO4,298.15,Lys side chain,null,"Table 1, Potentiometric Data for Proton",pubmed_10466376,,,,,,,
Methylphosphonate,7.6,25 mM K2HPO4 and 25 mM NaH2PO4,310,Phosphonic acid,null,Buffer solution for pKa determination,chemrxiv_10.26434_SLASH_chemrxiv-2024-dxxmg,,,,,,,
hypochlorous acid (HOCl),7.6,null,298.15,weak acid/null,null,null,pubmed_11370599,,,,,,,
DMB-DoGo1,7.67,null,null,ionizable lipid,null,Determined by TNS assay,pubmed_10661454,,,,,,,
"8-Hydroxy-1,3,6-Pyrenetrisulfonic Acid",7.7,Water,298.15,null,null,Used as a model photoacid for photochemical CO2 capture and release,chemrxiv_10.26434_SLASH_chemrxiv-2023-pd83k,,,,,,,
3,7.8,null,298.15,amine,null,anomalous basicity compared to dimethylaminobenzene (pKa = 5.2),chemrxiv_10.26434_SLASH_chemrxiv-2023-g1b0d,,,,,,,
Liao's Photoacid (Meta-Stable State),7.8,Aqueous Solution with 3.5 M Nicotinamide,298.15,null,null,"Exhibits a long half-life of 70 s, but has extremely low solubility in water",chemrxiv_10.26434_SLASH_chemrxiv-2023-pd83k,,,,,,,
Triclosan,7.8,null,null,null,0,Exists in neutral (HTric) and anionic (Tric−) forms at pH < or > 7.8 respectively,pubmed_10535519,,,,,,,
2-Fluorophenylboronic acid,7.89,water,298.15,null,0.01,null,pubmed_11173951,,,,,,,
Lidocaine,7.9,null,null,amide group (enabling hydrogen bond formation),null,physiological pH of 7.4 results in ca. 25% of Lid in salt form,pubmed_11124777,,,,,,,
lidocaine hydrochloride,7.9,null,null,amine,null,weak base used as a local anesthetic and in the management of arrhythmia and the prevention of acute myocardial infarction,pubmed_10610159,,,,,,,
Pep1 (AVPQEVLNENLLR),7.94,Aqueous solution with 4 mM HClO4,298,null,2,"Potentiometric titration, pH range 2-11",pubmed_11024286,,,,,,,
Nicotine,8.02,null,null,null,0,"pKa value for nicotine (dissociation constant) in solution, where it occurs as ionized and unionized form",pubmed_10878486,,,,,,,
"3,3′-((pyridine-2,6-dicarbonyl)bis(azanediyl))bis(1-(3-boronobenzyl)quinolin-1-ium)",8.05,water,300.15,boronic acid,0.1,null,pubmed_10619626,,,,,,,
Carvedilol,8.06,null,298.1525,null,null,"I: Ionic strength data available, but not specified",pubmed_11116250,,,,,,,
"9H-thioxanthen-9-one 10,10-dioxide (sulfone-fluorescein core)",8.1,0.1 M phosphate buffer,282.15,null,null,pKa value for protonation closing into colorless spirolactone form,chemrxiv_10.26434_SLASH_chemrxiv-2023-pr52z,,,,,,,
1-(pyridin-2-ylmethylamino)propan-2-ol (HL),8.11,null,null,null,null,null,pubmed_11323273,,,,,,,
Bupivacaine,8.12,null,null,null,0,"Log P = 3.41, Estimated log D (pH 7.4) = 2.63, Non-ionized fraction (pH 7.4) = 16.6%",pubmed_10834711,,,,,,,
"4,6'-((((4-(1-(2-(2-(2-hydroxyethoxy)ethoxy)ethyl)-1H-1,2,3-triazol-4-yl)pyridine-2,6-diyl)bis–(methylene))bis–((carboxymethyl)azanediyl))bis–(methylene)) dipicolinic acid, H₄",8.161,null,null,null,0.01,"This work, Table 1, HL₃⁻",pubmed_10587169,,,,,,,
dG·dT (anionic),8.18,RNA:DNA hybrid buffer (pH 7.4 or pH 7.8),298.15,anionic Watson-Crick-like G·U,null,RD data and NMR experiments,pubmed_10954477,,,,,,,
"Peracetic acid (PAA, CH3COOOH)",8.2,Water,298.15,Carboxyl,null,pKa value in water at 25 °C (Table 1),pubmed_10943352,,,,,,,
4-Phenoxyphenol,8.23,Water,298.15,Phenolic Hydroxyl,0.05,pKa value determined via potentiometric titration,pubmed_11115272,,,,,,,
"5-chloro-3H-1,3-benzoxazol-2-one (CLZ)",8.25,null,null,null,0,Weak acid,pubmed_10781139,,,,,,,
Sodium 4-[(2E)-2-(2-oxonaphthalen-1-ylidene)hydrazinyl]benzenesulfonate,8.26,Water,null,"Azo group (pKa=8.26), Sulfonate group (pKa=11.4)",null,"Two pKa values reported for different functional groups, but no specific conditions (solvent, temperature) provided beyond water as the solvent",pubmed_11358435,,,,,,,
hydroxamic acid (-CON(R)OH),8.28,null,298.15,null,null,"general pKa value mentioned for context, not specific to the probe",pubmed_10606023,,,,,,,
"2,3,4,1,2,3-Hexa-O-dideoxy-6,6-(4-((bis(2-carboxyethyl)amino)methyl)-1H",8.28,NMe4Cl (0.1 M),298.15,iminodiacetic acid,null,Potentiometric titration,pubmed_11478042,,,,,,,
RL-Est,8.33,null,null,null,null,Synthetic mono-rhamnolipid with a C12 acyl chain,pubmed_10478713,,,,,,,
doxorubicin,8.4,null,null,amino group (protonated at neutral pH),null,null,pubmed_11379898,,,,,,,
uracil,8.45,water,298.15,null,0.05,NMR titrations on isolated nucleotides,pubmed_10954477,,,,,,,
7-Xanthosine,8.5,null,283.15,N7,null,"Determined by UV spectroscopy, unusually high pKa compared to free X (ca. 7.3) and N9X (ca. 5.3)",chemrxiv_10.26434_SLASH_chemrxiv-2023-0fp1b,,,,,,,
Apramycin,8.5,Deuterium oxide (D2O),null,N-1,0.37,null,pubmed_10851411,,,,,,,
"1,3,5-triaminobenzene",8.5,water,298.15,ring carbon,null,Protonates on a ring carbon rather than an amino group,chemrxiv_10.26434_SLASH_chemrxiv-2024-0hnnl,,,,,,,
Not Provided,8.61,null,null,null,0.01,Mephedrone pKa by CE-pH Titration,pubmed_10893103,,,,,,,
dopamine,8.71,water,298.15,phenol,null,null,pubmed_11359635,,,,,,,
"1-(3-([1,1'-Biphenyl]-4-yloxy)propyl)-3-methylpiperidine",8.72,Water/DMSO (25/1 v/v),298.15,null,0.05,Potentiometric titration,pubmed_10388327,,,,,,,
Risperidone,8.76,null,null,null,null,Basic pKa value reported,pubmed_11075621,,,,,,,
Phenylboronic Acid (PBA),8.8,null,null,null,0.1,"Specific pKa value for PBA, used in glucose-responsive materials",pubmed_10649748,,,,,,,
Glutathione,8.93,null,null,null,0,null,pubmed_10619894,,,,,,,
Clarithromycin,8.99,null,null,null,null,null,pubmed_10484752,,,,,,,
"1,8-Diazabicyclo[5.4.0]undec-7-ene acetate",9,null,null,null,null,Estimated midpoint pKa for [DBUH+][OAc-],arxiv_2001.01151v1,,,,,,,
Gyrophoric Acid,9,water,295.15,null,null,Experimentally determined pKa value corresponds to calculated values by Chemicalize.com; indicates alkaline nature,pubmed_11203575,,,,,,,
TiO2(110),9,H2O,null,TiOH2,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bs1rr,,,,,,,
Desulfoarculus baarsii Superoxide Reductase,9,Tris-HCl/pH-dependent,298.15,null,0,pH-dependent spectral and redox changes,arxiv_1412.5037v1,,,,,,,
hydrocyanic acid (HCN),9.22,water,298.15,null,null,"standard conditions, reaction with acetic acid",chemrxiv_10.26434_SLASH_chemrxiv-2024-ms4fs-v2,,,,,,,
2-naphthol-6-sulfonate,9.5,water,298.15,phenolic hydroxyl,null,ground state pKa value,chemrxiv_10.26434_SLASH_chemrxiv-2022-d990c-v2,,,,,,,
D950N,9.5,null,null,LYS 921,0.0553,null,pubmed_10671649,,,,,,,
Albendazole (ABZ),9.51,null,298.1525,null,null,"Base with low solubility, high permeability (log P 2.54)",pubmed_11314343,,,,,,,
iron(III) hydroxide,9.6,aqueous solution (pH=12),null,hydroxide,null,"basic medium, hydrogen peroxide anion form",pubmed_11206415,,,,,,,
4-(Dimethylamino)pyridine,9.7,Water (pH=7),298.15,null,null,"Bulk pKa value, no specific uncertainty provided",chemrxiv_10.26434_SLASH_chemrxiv-2023-2pj07,,,,,,,
Graphene Oxide,9.8,null,298.15,Phenolic groups,null,Three ionizable sites with well-defined pKa values,chemrxiv_10.26434_SLASH_chemrxiv-2023-n4c6x,,,,,,,
glycine,9.8,water,298.15,acidic site,null,zwitterionic form dominates at all pH,chemrxiv_10.26434_SLASH_chemrxiv-2024-msd0q-v3,,,,,,,
syringol (Hs),9.86,null,null,phenolic,null,null,pubmed_10877321,,,,,,,
KB-R7943,10,null,null,null,0,"IUPAC name and pKa value from Chemaxone; no solvent, temperature, functional group, or uncertainty provided in the paper for this compound",pubmed_10958225,,,,,,,
"2,3,5,6-Tetranitro-25,26,27,28-tetrakis(2-methylpropoxy)calix[4]arene",10,chloroform,298.15,null,null,No binding detected by 1H NMR titrations,chemrxiv_10.26434_SLASH_chemrxiv-2023-0f7tx,,,,,,,
"3,3-Difluorooxetane",10,null,298.15,null,null,"pKa value for protonated amine 7c (trifluoroacetate), similar to oxetane (11b, 10.2), 1,3-dioxolane (11m, 10.0), gem-difluorocyclopropane (11k, 10.1), and CHF2CH(OMe)-substituted (11l, 9.9) derivatives",chemrxiv_10.26434_SLASH_chemrxiv-2024-c9p3f,,,,,,,
Benzyl alcohol,10.04,Toluene,null,null,null,"Reaction with (HTriNOx)2–8, see Figure S19 for related data",pubmed_10915791,,,,,,,
Bisphenol A,10.29,null,null,null,null,"Dissociation constant value for Bisphenol A, as reported in Table 1 under General physicochemical properties of BPA",pubmed_11064093,,,,,,,
"7,8-Dimethylalloxazine",10.3,aqueous solution,298.15,null,0,pKa value of oxidized quinone state,chemrxiv_10.26434_SLASH_chemrxiv-2024-57gzq,,,,,,,
2-Isopropyl-5-methylphenol,10.42,null,298.15,Phenolic -OH,null,null,pubmed_11357376,,,,,,,
methyl [5-(propylthio)−1H-benzimidazol-2-yl] carbamate,10.43,null,null,null,null,"pKa value reported for Albendazole, a fundamentally lipophilic compound with a logD of 3.47 at pH7",pubmed_11055451,,,,,,,
17α-estradiol,10.46,null,298.15,null,null,"Table 2, Ref. [69]",pubmed_11381450,,,,,,,
"2-(3-Methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl)-5-pentylbenzene-1,3-diol",10.6,null,298.15,null,null,"Biopharmaceutics Classification System (BCS) class II drug, characterized by high lipophilicity (logP = ~6.97) and low water solubility (28.0 mg/L)",pubmed_11083812,,,,,,,
"2-acetyloxy-N-(nitro-1,3-thiazol-2-yl)acetamide",10.62,water,298.15,null,null,"NTZ pKa value indicates low acidic properties, mostly non-ionized at neutral pH",pubmed_10421272,,,,,,,
Celecoxib,10.7,null,null,weak acid,null,physiologically irrelevant,pubmed_10386266,,,,,,,
potassium indigotrisulfonate (ITS),11.1,null,298.15,null,null,"pKa determined using UV-spectrophotometric method, with pH range from 2 to 12, and absorbance measured at 600 nm",pubmed_11397410,,,,,,,
1-Methylpiperidine,11.25,acid solution,298.15,amine group,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vc66c,,,,,,,
1-azaspiro[3.3]heptane,11.4,"HCl (implied, not explicitly stated as solvent for pKa measurement)",null,null,null,"Basicity of amine hydrochloride, comparison with other substrates",chemrxiv_10.26434_SLASH_chemrxiv-2023-rpjld,,,,,,,
PhSO2(COPh)CH2,11.4,DMSO,293.15,null,null,pKa value for acidic C–H site in alkyl–aryl sulfone,chemrxiv_10.26434_SLASH_chemrxiv-2023-gxqsn-v2,,,,,,,
Hydrogen peroxide (H2O2),11.6,null,298.15,Hydroperoxyl,null,Standard pKa value at 25 °C,pubmed_10943352,,,,,,,
bis(trifluoromethanesulfonyl)imide (Tf2NH),11.9,"1,2-dichloroethane",298.15,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lwd3h,,,,,,,
"1,3-Diphenylpyridin-2(1H)-one",12.31,null,298.15,null,null,"pKa value reported at 25 ºC (assumed), no solvent specified, and no uncertainty provided; compound also known as Fluridone (CAS 59756-60-4, FLU)",chemrxiv_10.26434_SLASH_chemrxiv-2024-5mpgz,,,,,,,
Metformin,12.4,null,310.15,null,null,exists in protonated form under physiological conditions,pubmed_10608470,,,,,,,
Trifluoroacetic acid,12.65,Acetonitrile (MeCN),298.15,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zk3xs,,,,,,,
4-sulfanatobenzoic acid,12.75,CD3CN,298.15,carboxylic acid,0.07,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4w50c-v2,,,,,,,
"2a (1-hydroxydibenzo[j,l]fluoranthene)",12.9,DMSO,313.15,null,0.2,Deprotonation of phenolic proton,chemrxiv_10.26434_SLASH_chemrxiv-2023-7mzbq,,,,,,,
tetracycline hydrochloride,13.27,null,null,null,null,pKa1 value for TC,pubmed_10520693,,,,,,,
2-Aminobiphenyl (compound 1),13.48,CH3CN/H2O,null,Amino group,0.02,Titration experiments in acidic media,pubmed_10988595,,,,,,,
"1,4-bis(tetramethylguanidino)benzene",13.5,water,298.15,null,null,"pKa value for [1,4-btmgbH]+",chemrxiv_10.26434_SLASH_chemrxiv-2023-fhcv4,,,,,,,
Water,13.71,null,300.15,null,0.16,Autoionization of liquid water at ambient conditions using DNN@DC-r2SCAN potential,chemrxiv_10.26434_SLASH_chemrxiv-2024-zkz7v-v2,,,,,,,
2-Hydroxyethyltrimethylammonium chloride,13.8,null,null,null,3,"Enthalpy of fusion (∆fusHm) measured using FDSC, with an uncertainty range of ±3.0 kJ·mol−1",chemrxiv_10.26434_SLASH_chemrxiv-2023-f3318-v3,,,,,,,
3-Caffeoylquinic acid,13.95,water,310.15,COOH,null,pH = 7.40,pubmed_10825902,,,,,,,
"N,N-Diformylamide anion ([P14]+[N(CHO)2]-)",14,ionic liquid state,null,null,null,"Experimental, from metathetical reaction",arxiv_2001.01151v1,,,,,,,
oxonium,14,water,298.15,null,null,null,arxiv_2101.12500v1,,,,,,,
"2,6-di-tert-butylpyridine",14,null,null,null,null,"used as a base in BIM+ hydrogenation reaction, no H2 heterolysis observed",chemrxiv_10.26434_SLASH_chemrxiv-2024-3rp1x,,,,,,,
Metoclopramide,14.49,null,null,Acidic,null,null,pubmed_11021410,,,,,,,
oxonium,14.98,water,298.15,null,1.8,"PIMD simulation result, within 1.5 log-units of experimental value",chemrxiv_10.26434_SLASH_chemrxiv-2023-56frn,,,,,,,
Tergitol NP-9,18.3,water/tetrachloroethylene,298.15,nonionic surfactant,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0t2w2-v2,,,,,,,
"- ""Diethylenetriaminepentaacetic acid""",19,null,null,First protonation site,null,Inverse multibind inference,pubmed_10450860,,,,,,,
[Mn(iiiMe24+16)],21.2,MeCN,null,[Mn(iii) with Me24+16],null,"Estimated value, not directly measured pKa; included for context",pubmed_10395311,,,,,,,
benzene,21.41,water,298.15,null,0.04,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jcmgc,,,,,,,
Flavin Mononucleotide (FMN),23,10 mM HEPES buffer,298.15,N-3 group of isoalloxazine ring,null,"Acidic transition, Fluorescence measurement",pubmed_11388723,,,,,,,
"cobalt(III),oxo,hydroxo complex",23.06,methanol (MeOH),null,Co-OH,null,calculated pKa value for Co-OH group using equation E2a/1a+1.37pKa,pubmed_10743362,,,,,,,
ligand_1,23.28,null,null,null,0.04,pKa value for 2+ species,pubmed_11085541,,,,,,,
Graphene Quantum Dots with –OH functional group,24,null,null,–OH,null,"Light-induced superacidity in excited state, Hammett acidity function: –13.40",pubmed_11300716,,,,,,,
Ammonia/Amide ion,25,gas phase (reaction with water),298.15,null,null,"Using LiNH2, Eq. (5)",arxiv_2001.01151v1,,,,,,,
"1,2,4-C6H3F2",26.1,THF,298.15,null,null,null,pubmed_11046440,,,,,,,
24C8⊂11,26.3,Compact rotaxane superbase,298.15,null,0.1,Used in base-mediated HBr elimination reaction; half-life >500 hours at 25°C,pubmed_11133330,,,,,,,
Hydroxide ion/Oxide ion,27,water (reference state),298.15,null,null,"Calculated from thermodynamic data, Eq. (1)",arxiv_2001.01151v1,,,,,,,
bis-(sodium 3-methoxy-5-sulfonate-salicylaldehyde)thiocarbohydrazone (bis-TCH),27.2,water,298.15,null,1.701,Proton dissociation constant for fully protonated state,pubmed_11476552,,,,,,,
(Val),27.5,null,298.15,amino-terminal group,null,ionization degree at pH 7: 0.38,pubmed_10552552,,,,,,,
C6HF5,36.8,null,null,null,null,null,pubmed_11046440,,,,,,,
"1,4-C6H5F",40.1,C6H11OH,298.15,null,null,null,pubmed_11046440,,,,,,,
N3-/NH2- ion,40.4,solid state reaction with water,298.15,null,null,"From Li3N reaction, Eq. (6)",arxiv_2001.01151v1,,,,,,,
(SIMes)AgMe (A-Me) - Methyl (MeH),48.2,gas phase,0,Brønsted acid,null,"Very low Brønsted acidity, pKa value in gas phase",chemrxiv_10.26434_SLASH_chemrxiv-2023-cxlm1-v3,,,,,,,
MeO-H4,63.56,null,298.15,null,null,BDFE for the 1H+ of MeO-H4 in kcal/mol: ∼68,pubmed_11110016,,,,,,,
Ce6(μ3-O)4(μ3-OH)4(OH)6(H2O)6,77,aqueous buffers (100 mM NaCl and 100 mM of MOPS/Tris/boric acid),298.15,null,2,Electrochemically derived Ce3+O−H BDFE on hexanuclear Ce6 nodes of Ce-MOF-808,chemrxiv_10.26434_SLASH_chemrxiv-2024-j13hj-v2,,,,,,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-9l4mp-v2,,,,,,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-wf79n-v2,,,,,,,
failed,failed,failed,failed,failed,failed,failed,pubmed_11167187,,,,,,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-882hh,,,,,,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-623lx,,,,,,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-rczsl,,,,,,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10401791,,,,,,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-cc4jd-v2,,,,,,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10458461,,,,,,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-dkd0r,,,,,,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-t7vmq-v3,,,,,,,
failed,failed,failed,failed,failed,failed,failed,pubmed_11364808,,,,,,,
failed,failed,failed,failed,failed,failed,failed,pubmed_11042028,,,,,,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10614043,,,,,,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10703989,,,,,,,
