iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,f1,Notes,rand
tylosin,null,null,193.15,null,null,No relevant pKa information provided in the paper.,pubmed_11162035,,,0.8036403887
null,null,null,null,null,null,null,pubmed_11390053,,,0.7470623422
null,null,null,null,null,null,null,pubmed_11048434,,,0.3618570049
null,null,null,null,null,null,null,pubmed_11173714,,,0.2226843014
"7,8-dihydroxyflavone",null,DMSO,298.15,pyridoxal 5’-phosphate binding,null,"7,8-DHF was used at concentrations up to 40 µM; solubility issues noted; competitive inhibitor based on co-crystal structures.",pubmed_11164532,,,0.410868447
null,null,null,null,null,null,null,pubmed_11002749,,,0.7292544984
botryorhodine H,null,null,null,depsidones,null,BOT is a depsidone and was studied for its binding affinity with NtMGAM.,pubmed_11740116,,,0.0311837255
null,null,null,null,null,null,null,pubmed_11836935,,,0.6968789017
null,null,null,null,null,null,null,pubmed_11488649,,,0.8223871414
null,null,null,null,null,null,null,pubmed_10825347,,,0.792398039
null,null,null,null,null,null,null,pubmed_11094713,,,0.9584852674
null,null,null,null,null,null,null,pubmed_11082216,,,0.6633269775
null,null,null,null,null,null,null,pubmed_11661105,,,0.2456989205
null,null,null,null,null,null,null,pubmed_10825584,,,0.8648616085
null,null,null,null,null,null,null,pubmed_11301353,,,0.498093395
null,null,null,null,null,null,null,pubmed_11488315,,,0.5299898612
Chlorophyll c1-acrylate,5.4,MES/Tris buffer,292.85,Acrylate,null,pH/pD-dependent fluorescence-excitation spectra and structural changes upon protonation/deprotonation of the acrylate group,pubmed_11808296,,,0.4241727937
Givinostat,null,null,295.15,Histone deacetylase inhibitor,null,Givinostat is used to treat mitochondrial dysfunction and improve cognitive behavior in APP/PS1 mice.,pubmed_11621940,,,0.0032572625
null,null,null,null,null,null,null,pubmed_11820003,,,0.6353105749
null,null,null,null,null,null,null,pubmed_11427299,,,0.9398640331
null,null,null,null,null,null,null,pubmed_11662654,,,0.9626789009
null,null,null,null,null,null,null,pubmed_11489179,,,0.6391425002
null,null,null,null,null,null,null,pubmed_11137687,,,0.3730332342
null,null,null,null,null,null,null,pubmed_11611467,,,0.06353201
null,null,null,null,null,null,null,pubmed_11858811,,,0.148664261
null,null,null,null,null,null,null,pubmed_11676891,,,0.7485702971
null,null,null,null,null,null,null,pubmed_11663997,,,0.3366744625
null,null,null,null,null,null,null,pubmed_11358337,,,0.4677242076
null,null,null,null,null,null,null,pubmed_11652281,,,0.2631772347
Panax notoginseng saponins (PNS),null,null,null,histidine,null,null,pubmed_11873608,,,0.5346469886
null,null,null,null,null,null,null,pubmed_11224221,,,0.3834594283
null,null,null,null,null,null,null,pubmed_11296706,,,0.1841036133
null,null,null,null,null,null,null,pubmed_10812498,,,0.629924193
null,null,null,null,null,null,null,pubmed_11154211,,,0.2661184801
null,null,null,null,null,null,null,pubmed_11005125,,,0.5107664664
null,null,null,null,null,null,null,pubmed_10851228,,,0.519090781
null,null,null,null,null,null,null,pubmed_11564208,,,0.1157600789
UMG-SP2,6.09,null,302.15,amide,null,"The pKa value of 6.09 is reported for Lys91, which is part of the catalytic triad (Ser190 nuc-Ser166 cis-Lys91) involved in proton transfer during the acylation stage.",pubmed_11708778,,,0.8742102466
null,null,null,null,null,null,null,pubmed_10802952,,,0.7769713399
null,null,null,null,null,null,null,pubmed_11302771,,,0.3324163544
null,null,null,null,null,null,null,pubmed_11843502,,,0.9219994759
null,null,null,null,null,null,null,pubmed_11783593,,,0.0031558624
null,null,null,null,null,null,null,pubmed_11317166,,,0.8902763121
null,null,null,null,null,null,null,pubmed_10965667,,,0.4832172245
Monascus pilosus MS-1,null,null,null,null,null,No pKa values reported in the paper.,pubmed_11277953,,,0.0510003984
null,null,null,null,null,null,null,pubmed_10942426,,,0.847143698
null,null,null,null,null,null,null,pubmed_11638658,,,0.9629041245
null,null,null,null,null,null,null,pubmed_10968094,,,0.6614073815
null,null,null,null,null,null,null,pubmed_11783178,,,0.1811547044
null,null,null,null,null,null,null,pubmed_11132041,,,0.073778088
null,null,null,null,null,null,null,pubmed_11264688,,,0.1099345156
null,null,null,null,null,null,null,pubmed_11336399,,,0.0245118309
null,null,null,null,null,null,null,pubmed_11694514,,,0.7254744573
null,null,null,null,null,null,null,pubmed_10948763,,,0.1989476657
null,null,null,null,null,null,null,pubmed_11052724,,,0.3605289459
null,null,null,null,null,null,null,pubmed_11498742,,,0.4432806263
null,null,null,null,null,null,null,pubmed_11381001,,,0.8803777718
null,null,null,null,null,null,null,pubmed_11580380,,,0.7673179405
Propranolol hydrochloride,null,purified water,298.15,null,null,null,pubmed_11207763,,,0.8933781101
null,null,null,null,null,null,null,pubmed_11764635,,,0.0120125613
null,null,null,null,null,null,null,pubmed_11580363,,,0.7968491616
null,null,null,null,null,null,null,pubmed_11078152,,,0.3245516648
null,null,null,null,null,null,null,pubmed_11434234,,,0.2084598385
null,null,null,null,null,null,null,pubmed_11411719,,,0.2458840969
null,null,null,null,null,null,null,pubmed_11892021,,,0.6473593004
null,null,null,null,null,null,null,pubmed_11457754,,,0.9287149345
failed,failed,failed,failed,failed,failed,failed,pubmed_11826415,,,0.7727781804
null,null,null,null,null,null,null,pubmed_11647763,,,0.2768406998
null,null,null,null,null,null,null,pubmed_10976893,,,0.5305220732
null,null,null,null,null,null,null,pubmed_11873213,,,0.2546175148
null,null,null,null,null,null,null,pubmed_11345277,,,0.7815386285
null,null,null,null,null,null,null,pubmed_11411339,,,0.1833592281
null,null,null,null,null,null,null,pubmed_11461317,,,0.9070728375
null,null,null,null,null,null,null,pubmed_11450256,,,0.7924570453
Cocaine self-administration baseline,null,Standard lab conditions (22°C = 295K),null,not applicable',1.5,Baseline behavior in male and female rats without treatment,pubmed_11339646,,,0.9903233082
null,null,null,null,null,null,null,pubmed_11390502,,,0.1755290248
null,null,null,null,null,null,null,pubmed_10830461,,,0.857176149
iron-sulfur cluster,7.2,null,null,iron-sulfur cluster,null,"Proton-coupled electron transfer (PCET) and catalytic mechanism details for [FeFe] hydrogenase H-cluster, including pKa of ~7.2 for the active site.",pubmed_11376134,,,0.5457520303
failed,failed,failed,failed,failed,failed,failed,pubmed_11339396,,,0.2346603912
compound 4,47,null,null,serotonin reuptake inhibitor,null,The compound is a serotonin reuptake inhibitor with high affinity for SERT (Ki=47.0 nM) and moderate affinity for NET (Ki=167.0 nM).,pubmed_11508649,,,0.86412391
null,null,null,null,null,null,null,pubmed_11020835,,,0.8136475966
null,null,null,null,null,null,null,pubmed_11391877,,,0.8250179917
null,null,null,null,null,null,null,pubmed_11706418,,,0.4439422882
null,null,null,null,null,null,null,pubmed_11141357,,,0.6488474784
failed,failed,failed,failed,failed,failed,failed,pubmed_11911300,,,0.4051588736
null,null,null,null,null,null,null,pubmed_10946417,,,0.4137194869
failed,failed,failed,failed,failed,failed,failed,pubmed_11732177,,,0.9952873129
null,null,null,null,null,null,null,pubmed_11030341,,,0.1964252691
null,null,null,null,null,null,null,pubmed_10774862,,,0.9976343459
null,null,null,null,null,null,null,pubmed_10910786,,,0.8352873863
null,null,null,null,null,null,null,pubmed_11637377,,,0.5480669304
null,null,null,null,null,null,null,pubmed_11099979,,,0.2320792389
null,null,null,null,null,null,null,pubmed_11291361,,,0.3545624104
null,null,null,null,null,null,null,pubmed_11360081,,,0.3100644348
failed,failed,failed,failed,failed,failed,failed,pubmed_11110064,,,0.5861417074
null,null,null,null,null,null,null,pubmed_11464041,,,0.4931203222
null,null,null,null,null,null,null,pubmed_11203564,,,0.9379604131
null,null,null,null,null,null,null,pubmed_11542858,,,0.7631196559
null,null,null,null,null,null,null,pubmed_11415613,,,0.0703678955
null,null,null,null,null,null,null,pubmed_11730362,,,0.6769631142
null,null,water,null,"DNA phosphate, histone proteins",null,Effect of Mg²+ concentration on nucleosome charge reversal,pubmed_11601263,,,0.8679958051
null,null,null,null,null,null,null,pubmed_11356820,,,0.8721766896
null,null,null,null,null,null,null,pubmed_11292028,,,0.9056242204
null,null,null,null,null,null,null,pubmed_11605701,,,0.067203881
null,null,null,null,null,null,null,pubmed_11008552,,,0.8098317608
null,null,null,null,null,null,null,pubmed_10971977,,,0.63961044
null,null,null,null,null,null,null,pubmed_10802591,,,0.3330682097
null,null,null,null,null,null,null,pubmed_11188314,,,0.5672931955
null,null,null,null,null,null,null,pubmed_11514414,,,0.9347967317
null,null,null,null,null,null,null,pubmed_11542721,,,0.705203119
null,null,null,null,null,null,null,pubmed_11428253,,,0.4222703925
null,null,null,null,null,null,null,pubmed_11741287,,,0.9683531458
null,null,null,null,null,null,null,pubmed_10815707,,,0.1079009657
failed,failed,failed,failed,failed,failed,failed,pubmed_11070508,,,0.6808580067
null,null,null,null,null,null,null,pubmed_11255117,,,0.8243567129
null,null,null,null,null,null,null,pubmed_11338992,,,0.382847253
methylene blue,null,null,null,functional group associated with adsorption,0,pH-dependent dye removal via adsorption and photocatalysis,pubmed_11049837,,,0.3707734568
null,null,null,null,null,null,null,pubmed_10946325,,,0.155400459
null,null,null,null,null,null,null,pubmed_10976569,,,0.0778788512
null,null,null,null,null,null,null,pubmed_10835034,,,0.4139213206
null,null,null,null,null,null,null,pubmed_11451282,,,0.2304786169
null,null,null,null,null,null,null,pubmed_11449386,,,0.307037981
null,null,null,null,null,null,null,pubmed_10901089,,,0.608023403
null,null,null,null,null,null,null,pubmed_10803328,,,0.3302035718
Pyridine derivative (aggregated form),4.5,DMF/buffer (1/99 %v/v),298.15,Protonation of pyridinic nitrogen,null,Potential diagnostic agent in biological fluids,pubmed_11739827,,,0.6549691337
null,null,null,null,null,null,null,pubmed_11487522,,,0.4441423719
null,null,null,null,null,null,null,pubmed_11870615,,,0.3040113796
tert-butyl phenol,10,null,298.15,phenolic group,null,weak acidic properties,pubmed_11679822,,,0.5029816614
phenol,null,aqueous solution,298.15,phenol,null,"NaNO2, HONO in acidic aqueous solutions, pH <3.5",pubmed_11410049,,,0.1109281683
null,null,null,null,null,null,null,pubmed_11243369,,,0.5614636631
null,null,null,null,null,null,null,pubmed_11388460,,,0.3438155553
null,null,null,null,null,null,null,pubmed_11595118,,,0.9221345242
null,null,null,null,null,null,null,pubmed_11683862,,,0.7788721651
null,null,null,null,null,null,null,pubmed_10819565,,,0.2787214718
null,null,null,null,null,null,null,pubmed_11782487,,,0.7196230094
null,null,null,null,null,null,null,pubmed_10897598,,,0.7558103707
null,null,null,null,null,null,null,pubmed_11538737,,,0.3085735717
null,null,null,null,null,null,null,pubmed_11434600,,,0.7485648796
null,null,null,null,null,null,null,pubmed_11828474,,,0.5834810724
null,null,null,null,null,null,null,pubmed_11203536,,,0.9231476188
null,null,null,null,null,null,null,pubmed_11321044,,,0.3159683987
null,null,null,null,null,null,null,pubmed_11750673,,,0.2378018431
null,null,null,null,null,null,null,pubmed_11242172,,,0.0676345036
null,null,null,null,null,null,null,pubmed_11853362,,,0.5280447574
null,null,null,null,null,null,null,pubmed_11402815,,,0.9426429833
failed,failed,failed,failed,failed,failed,failed,pubmed_11905612,,,0.1704323173
failed,failed,failed,failed,failed,failed,failed,pubmed_11901993,,,0.3599100208
null,null,null,null,null,null,null,pubmed_11208513,,,0.2488497929
null,null,null,null,null,null,null,pubmed_10907313,,,0.272304652
null,null,null,null,null,null,null,pubmed_11427889,,,0.6078401117
null,null,null,null,null,null,null,pubmed_11575300,,,0.1020548849
oxidized β-chitin,5,ammonium persulfate solution,313.15,carboxylic acid,null,oxidation of C6 to carboxylic acid using ammonium persulfate at 40°C,pubmed_11051383,,,0.2338168267
null,null,null,null,null,null,null,pubmed_11085288,,,0.3478819884
null,null,null,null,null,null,null,pubmed_11084846,,,0.4485711623
null,null,null,null,null,null,null,pubmed_11477325,,,0.9808610126
null,null,null,null,null,null,null,pubmed_11549138,,,0.5806094753
null,null,null,null,null,null,null,pubmed_11050296,,,0.3666347994
null,null,null,null,null,null,null,pubmed_11605038,,,0.2805209421
null,null,null,null,null,null,null,pubmed_11384831,,,0.7088668467
null,null,null,null,null,null,null,pubmed_10855520,,,0.0462932067
"1,3-Butanediol",null,isopropanol,303.15,diol,null,"biotransformation of 4-hydroxy-2-butanone to (R)-1,3-butanol with high stereoselectivity and yield",pubmed_11433769,,,0.869813968
null,null,null,null,null,null,null,pubmed_11591567,,,0.5499976585
null,null,null,null,null,null,null,pubmed_11799985,,,0.8252273023
null,null,null,null,null,null,null,pubmed_11017244,,,0.5410017897
null,null,null,null,null,null,null,pubmed_10925243,,,0.3743713498
null,null,null,null,null,null,null,pubmed_11054022,,,0.7033474091
histidine,6,null,null,Phosphohistidine,null,"Histidine phosphorylation by NME kinases and dephosphorylation by PHPT1 phosphatases; role in cellular signaling, migration, and cancer progression.",pubmed_11277029,,,0.9405201776
null,null,null,null,null,null,null,pubmed_11509803,,,0.3835480474
null,null,null,null,null,null,null,pubmed_11088904,,,0.6878173642
null,null,null,null,null,null,null,pubmed_11227589,,,0.7922935474
null,null,null,null,null,null,null,pubmed_11573869,,,0.6710358716
null,null,null,null,null,null,null,pubmed_10855164,,,0.7737870074
null,null,null,null,null,null,null,pubmed_11121665,,,0.0314474443
null,null,null,null,null,null,null,pubmed_11773036,,,0.0043931105
null,null,null,null,null,null,null,pubmed_11042272,,,0.9419341693
null,null,null,null,null,null,null,pubmed_11200249,,,0.9053160746
null,null,null,null,null,null,null,pubmed_11541507,,,0.9156650503
caffeine,4.6,CO2 with methanol and water,298,carboxylic acid,null,additive: 1-3% water,pubmed_11085463,,,0.0028205651
null,null,null,null,null,null,null,pubmed_11467781,,,0.3613752103
Micractinium tetrahymenae,null,WC media,null,null,null,Analysis of Micractinium tetrahymenae genome and its endosymbiosis with Tetrahymena utriculariae,pubmed_11834939,,,0.5570424506
null,null,null,null,null,null,null,pubmed_10910478,,,0.9402618362
null,null,null,null,null,null,null,pubmed_10941761,,,0.4591806042
null,null,null,null,null,null,null,pubmed_11054423,,,0.4144591105
null,null,null,null,null,null,null,pubmed_11240472,,,0.0521578232
null,null,null,null,null,null,null,pubmed_10815141,,,0.291105777
null,null,null,null,null,null,null,pubmed_11005001,,,0.2556965246
GPER1,null,null,null,null,null,null,pubmed_11668130,,,0.8616224108
"2,5-dimethylfuran",null,unknown,null,furan ring opening,null,"Ring-opening reaction of 2,5-dimethylfuran to form 2,5-hexanedione (HD) using sulfuric acid as catalyst at 50 °C for 24 hours.",pubmed_10891845,,,0.6472306801
FEA,null,Ethyl acetate,null,Antimicrobial activity,null,Antimicrobial activity against MSSA and MRSA,pubmed_11124496,,,0.0607689167
null,null,null,null,null,null,null,pubmed_11819667,,,0.4830982438
null,null,null,null,null,null,null,pubmed_11675465,,,0.7375604338
