iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
caffeine,null,274.0,310.0,0.5,null,0.8,example comment,pubmed_11898414
resorcinol,null,260.0,null,null,null,null,example comment,pubmed_11898414
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11894465
null,null,null,null,null,null,null,null,pubmed_11892939
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11887204
null,null,null,null,null,null,null,null,pubmed_11887122
"tris(2,2'-bipyridine)iron(II)",null,524.0,null,null,null,0.312,Plasmonic antenna-reactor system with efficient charge transfer for photocatalysis.,pubmed_11885817
null,null,null,null,null,null,null,null,pubmed_11885669
null,null,null,null,null,null,null,null,pubmed_11885636
null,null,null,null,null,null,null,null,pubmed_11885606
cesium lead chloride,null,null,420.0,null,null,null,Used for blue fluorescence and CPL,pubmed_11885572
cesium lead iodide,null,null,640.0,null,null,null,Used for red fluorescence and CPL with high dissymmetry factor,pubmed_11885572
cesium lead bromide,null,null,530.0,null,null,null,Used for green fluorescence and CPL,pubmed_11885572
null,null,null,null,null,null,null,null,pubmed_11885527
null,null,null,null,null,null,null,null,pubmed_11885482
null,null,null,null,null,null,null,null,pubmed_11885472
null,null,null,null,null,null,null,null,pubmed_11885345
null,null,null,null,null,null,null,null,pubmed_11885155
null,null,null,null,null,null,null,null,pubmed_11884702
null,null,null,null,null,null,null,null,pubmed_11883973
null,null,null,null,null,null,null,null,pubmed_11883551
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11883086
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11882907
null,null,null,null,null,null,null,null,pubmed_11882883
null,null,null,null,null,null,null,null,pubmed_11882813
null,null,null,null,null,null,null,null,pubmed_11902702
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11902630
null,null,null,null,null,null,null,null,pubmed_11902468
poly(dGdC),null,620.0,720.0,null,null,1.54,Highly fluorescent conjugate emitting at 720 nm after partial oxidation of silver atoms; fluorescence remains stable for months.,pubmed_11902164
null,null,null,null,null,null,null,null,pubmed_11902111
null,null,null,null,null,null,null,null,pubmed_11902028
null,null,null,null,null,null,null,null,pubmed_11901927
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901840
null,null,null,null,null,null,null,null,pubmed_11901688
null,null,null,null,null,null,null,null,pubmed_11901672
null,null,null,null,null,null,null,null,pubmed_11901464
null,null,null,null,null,null,null,null,pubmed_11900002
null,null,null,null,null,null,null,null,pubmed_11899758
null,null,null,null,null,null,null,null,pubmed_11899531
null,null,null,null,null,null,null,null,pubmed_11899153
null,null,null,null,null,null,null,null,pubmed_11899109
null,null,null,null,null,null,null,null,pubmed_11898825
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11897657
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11897647
UCNPs@SiO2,water,345.0,null,null,null,178.0,Upconversion nanosensor for MnO4− and Cr2O72− detection with high sensitivity and selectivity,pubmed_11883987
null,null,null,null,null,null,null,null,pubmed_11883082
null,null,null,null,null,null,null,null,pubmed_11883030
null,null,null,null,null,null,null,null,pubmed_11883015
null,null,null,null,null,null,null,null,pubmed_11882974
molybdenum disulfide,null,null,null,null,null,null,Part of van der Waals heterostructure photodetector,pubmed_11882958
rhenium disulfide,null,null,null,null,null,null,Part of van der Waals heterostructure photodetector,pubmed_11882958
hexagonal boron nitride,null,null,null,null,null,null,Used as a dielectric barrier in the device,pubmed_11882958
null,null,null,null,null,null,null,null,pubmed_11882955
null,null,null,null,null,null,null,null,pubmed_11882943
null,null,null,null,null,null,null,null,pubmed_11882929
null,null,null,null,null,null,null,null,pubmed_11882884
null,null,null,null,null,null,null,null,pubmed_11882832
null,null,null,null,null,null,null,null,pubmed_11882818
null,null,null,null,null,null,null,null,pubmed_11882807
null,null,null,null,null,null,null,null,pubmed_11882664
null,null,null,null,null,null,null,null,pubmed_11882631
null,null,null,null,null,null,null,null,pubmed_11881909
"2,6-Diphenylanthracene",dichloromethane,null,475.0,null,null,7.01,"used as host molecule in OLHs, blue emission",pubmed_11881893
Pentacene,dichloromethane,null,660.0,null,null,0.79,"photochromic properties, red emission, doped into DPA",pubmed_11881893
"6,13-Pentacenequinone",null,null,550.0,null,null,null,"formed by photo-oxidation of pentacene, green emission",pubmed_11881893
null,null,null,null,null,null,null,null,pubmed_11881797
null,null,null,null,null,null,null,null,pubmed_11881581
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11881390
null,null,null,null,null,null,null,null,pubmed_11881385
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11881315
Phycocyanin,null,620.0,null,null,null,null,Phycobiliprotein involved in nickel biosorption,pubmed_11881267
Allophycocyanin,null,660.0,null,null,null,null,Phycobiliprotein involved in nickel biosorption,pubmed_11881267
Phycoerythrin,null,560.0,null,null,null,null,Phycobiliprotein involved in nickel biosorption,pubmed_11881267
null,null,null,null,null,null,null,null,pubmed_11880803
thioflavin S,HEPES buffer,450.0,480.0,null,null,null,Used in fluorescence spectroscopy to monitor protein aggregation induced by RPL system.,pubmed_11880576
null,null,null,null,null,null,null,null,pubmed_11880393
null,null,null,null,null,null,null,null,pubmed_11880366
TPE-G1,DCM/ACN,345.0,480.0,null,null,null,Exhibits AIE behavior in DCM/ACN solvent mixture.,pubmed_11905990
TPE-G2,DCM/ACN,345.0,480.0,null,null,null,Shows generation-dependent AIE effect with enhanced emission at higher generations.,pubmed_11905990
TPE-G3,DCM/ACN,345.0,480.0,null,null,null,Displays maximum fluorescence intensity in aggregated state with high acetonitrile fraction.,pubmed_11905990
null,null,null,null,null,null,null,null,pubmed_11902751
"3,4-epoxycyclohexylmethyl-3′,4′-epoxycyclohexane carboxylate",null,null,null,null,null,null,No photophysical data provided for this molecule in the paper.,pubmed_11902743
"4,5-epoxyhexane-1,2-dicarboxylic acid diglycidyl ester",null,null,null,null,null,null,No photophysical data provided for this molecule in the paper.,pubmed_11902743
DGEBA E51 epoxy resin,null,null,null,null,null,null,No photophysical data provided for this molecule in the paper.,pubmed_11902743
null,null,null,null,null,null,null,null,pubmed_11902719
procyanidin B2,null,null,null,null,null,null,"The paper focuses on the characterization, encapsulation, and in vitro digestion of procyanidins from litchi peel and coffee pulp. No direct photophysical data such as absorption, emission, or quantum yield measurements are provided.",pubmed_11902710
null,null,null,null,null,null,null,null,pubmed_11902270
null,null,null,null,null,null,null,null,pubmed_11901712
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901632
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901536
null,null,null,null,null,null,null,null,pubmed_11901463
null,null,null,null,null,null,null,null,pubmed_11900402
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11898779
null,null,null,null,null,null,null,null,pubmed_11894513
null,null,null,null,null,null,null,null,pubmed_11890083
null,null,null,null,null,null,null,null,pubmed_11881411
Ruthenium trichloride,methanol,null,null,null,not provided,null,catalyst for nanobattery construction,pubmed_11881368
Indocyanine Green (ICG),null,null,null,null,not provided,null,photosensitizer component of nanobattery,pubmed_11881368
Dithiobispropionic acid (DTPA),null,null,null,null,not provided,null,used for GSH depletion and enzyme activity modulation,pubmed_11881368
null,null,null,null,null,null,null,null,pubmed_11881275
null,null,null,null,null,null,null,null,pubmed_11880626
null,null,null,null,null,null,null,null,pubmed_11880571
null,null,null,null,null,null,null,null,pubmed_11880567
fluoritum,null,null,null,null,null,null,"The study focuses on the microstructural and chemical compositional changes of fluoritum after vinegar quenching. The results show that the particle size becomes finer and more uniform, with increased carbon and nitrogen content, while toxic elements like Tl and W are reduced.",pubmed_11880561
null,null,null,null,null,null,null,null,pubmed_11880512
null,null,null,null,null,null,null,null,pubmed_11880433
Zn2Er4L14,CH3CN,null,null,null,null,null,null,pubmed_11880432
Zn4Er6L26,CH3OH,null,null,null,null,null,null,pubmed_11880432
Zn2Er8L38,CH3CN/CH2Cl2,null,null,null,null,null,null,pubmed_11880432
null,null,null,null,null,null,null,null,pubmed_11880420
null,null,null,null,null,null,null,null,pubmed_11880338
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11880329
null,null,null,null,null,null,null,null,pubmed_11880307
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11880303
null,null,null,null,null,null,null,null,pubmed_11878901
null,null,null,null,null,null,null,null,pubmed_11878523
null,null,null,null,null,null,null,null,pubmed_11878212
null,null,null,null,null,null,null,null,pubmed_11878211
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11877879
null,null,null,null,null,null,null,null,pubmed_11877874
null,null,null,null,null,null,null,null,pubmed_11877797
NSDC-dots,null,null,null,0.1895,null,null,Dual-emission carbon dots with fluorescence peaks at 403 nm and 532 nm.,pubmed_11877424
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11877119
null,null,null,null,null,null,null,null,pubmed_11877118
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876955
null,null,null,null,null,null,null,null,pubmed_11876859
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876665
null,null,null,null,null,null,null,null,pubmed_11876614
null,null,null,null,null,null,null,null,pubmed_11876543
null,null,null,null,null,null,null,null,pubmed_11230245
null,null,null,null,null,null,null,null,pubmed_11905419
esterquat,null,null,null,null,null,null,"The paper discusses esterquat as a cationic surfactant but does not provide specific photophysical data such as absorption or emission wavelengths, quantum yield, molar absorptivity, or lifetime. The focus is on its application in emulsions and effects on leather and textiles.",pubmed_11904846
null,null,null,null,null,null,null,null,pubmed_11904681
null,null,null,null,null,null,null,null,pubmed_11902445
null,null,null,null,null,null,null,null,pubmed_11902022
null,null,null,null,null,null,null,null,pubmed_11901832
null,null,null,null,null,null,null,null,pubmed_11901738
oregonin,THF,null,null,null,null,null,Oregonin is a diarylheptanoid glucoside that enhances thermo-oxidative resistance and flame retardancy in polyurethane materials.,pubmed_11901723
"1,2-dihydroxybenzene",null,300.0,null,null,null,null,Expected to be red emitters and potential theranostics,pubmed_11901629
"1,2-ethylenediamine",null,300.0,null,null,null,null,Expected to be red emitters and potential theranostics,pubmed_11901629
Phosphabenzene,null,300.0,null,null,null,null,Expected to be red emitters and potential theranostics,pubmed_11901629
Phosphole,null,300.0,null,null,null,null,Expected to be red emitters and potential theranostics,pubmed_11901629
null,null,null,null,null,null,null,null,pubmed_11901558
null,null,null,null,null,null,null,null,pubmed_11901425
null,null,null,null,null,null,null,null,pubmed_11899474
null,null,null,null,null,null,null,null,pubmed_11899320
quaternary ammonium-Functionalized Terphen[3]arene (CTP3),HEPES buffer,300.0,450.0,null,null,null,Used as a host molecule for detecting ZERs in cereals; LOD of 9.28 nM achieved.,pubmed_11898769
5-(4-(1H-Pyrrolidin-2-yl)phenyl)-N'-(6-(pyridinium-1-ium-4-yl)hexanoyl)citalopram,null,500.0,500.0,null,null,null,PyrAte-based fluorescent conjugate for SERT imaging with improved selectivity and affinity compared to the parent drug.,pubmed_11891579
5-(4-(1H-Pyrrolidin-2-yl)phenyl)-N'-(3-(pyridinium-1-ium-4-yl)propanoyl)citalopram,null,500.0,500.0,null,null,null,PyrAte-based fluorescent conjugate for SERT imaging with improved selectivity and affinity compared to the parent drug.,pubmed_11891579
null,null,null,null,null,null,null,null,pubmed_11887503
null,null,null,null,null,null,null,null,pubmed_11884774
null,null,null,null,null,null,null,null,pubmed_11881838
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11878148
null,null,null,null,null,null,null,null,pubmed_11877550
null,null,null,null,null,null,null,null,pubmed_11877233
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876663
null,null,null,null,null,null,null,null,pubmed_11876647
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876595
null,null,null,null,null,null,null,null,pubmed_11876566
null,null,null,null,null,null,null,null,pubmed_11876320
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11875384
null,null,null,null,null,null,null,null,pubmed_11874846
null,null,null,null,null,null,null,null,pubmed_11874808
null,null,null,null,null,null,null,null,pubmed_11874780
null,null,null,null,null,null,null,null,pubmed_11874443
null,null,null,null,null,null,null,null,pubmed_11874050
null,null,null,null,null,null,null,null,pubmed_11873898
null,null,null,null,null,null,null,null,pubmed_11873833
null,null,null,null,null,null,null,null,pubmed_11873794
null,null,null,null,null,null,null,null,pubmed_11873784
methyl red-PS,null,null,null,null,null,null,Raman shift at 1406 cm⁻¹,pubmed_11873259
rhodamine 6G-PS,null,null,null,null,null,null,Raman shift at 1651 cm⁻¹,pubmed_11873259
fluorescein-PS,null,null,null,null,null,null,Raman shift at 1632 cm⁻¹,pubmed_11873259
L-arginine-PS,null,null,null,null,null,null,Raman shift at 982 cm⁻¹,pubmed_11873259
