iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
octabromo N-pentyl perylene diimide,"acetonitrile,Dichloroethane",538.0,505.0,null,null,3.5,Year-stable and air-stable with high atom economy.,chemrxiv_10.26434_SLASH_chemrxiv-2025-xj6dz
germanium-engineered xanthene fluorophore (EGe5),"dichloromethane (CH2Cl2), dimethyl sulfoxide (DMSO), methanol (CH3OH), Fetal Bovine Serum (FBS)",888.0,946.0,0.105,1.6e5 (888 nm),null,Single-crystal X-ray analysis confirmed a planarized pentagonal core; high fluorescence brightness and stability due to extended conjugation and germanium incorporation,chemrxiv_10.26434_SLASH_chemrxiv-2025-ql49v
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-v4s3t
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-00gx4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-k8t91
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-bglsm
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-2p16l
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-k5mnj
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-q2pz8
c4-bromopyrazolyl-α-aminonitrile,dimethyl sulfoxide,null,null,null,null,null,"The study investigates the unexpected reaction of 4-BrPyCN to form Py-N-ene instead of the expected product, highlighting its differential chemical reactivity and the role of solvent in the reaction mechanism.",chemrxiv_10.26434_SLASH_chemrxiv-2025-t1jpn
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-n1zhn
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-jcfn4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-79sw7
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-vz606
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-d623q-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9d5r4-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-pxps4-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-42f96-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hxgnv-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6xsr6-v4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t88r2-v6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-kj0ls-v2
Fe–O complex capped by Sc3+ ligand,null,717.79,922.67,0.47,null,57722.13,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-gn7lm-v2
D–π–A dye (WM3),null,363.65,305.25,0.2,1.2e4 (350 nm),23595.43,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-gn7lm-v2
cumulenes,null,338.71,1026.15,0.1,null,23090.71,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-gn7lm-v2
helicene framework,null,892.36,461.79,0.89,null,20563.04,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-gn7lm-v2
benzenetricarboxamide (BTA),null,338.44,920.95,0.45,null,11580.2,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-gn7lm-v2
trippeptide sequences,null,363.65,305.25,0.2,null,23595.43,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-gn7lm-v2
carbo[n]helicenes,null,338.71,1026.15,0.1,null,23090.71,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-gn7lm-v2
azetidine catalysts,null,338.44,920.95,0.45,null,11580.2,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-gn7lm-v2
para-hydroxyphenacyl-fluoroacetate,PBS/Tris buffer,271.0,329.0,0.09,null,2.4,pHP-FAc shows pH-dependent photodynamics with neutral form forming triplet states and deprotonated form allowing faster singlet state reactions.,chemrxiv_10.26434_SLASH_chemrxiv-2025-jts8q
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-j62j0
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-nq14w
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-z97l3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-v14p7
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-1b0mv
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-jm423
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-fgmbq
c4mim[tfsi],[c4mim][tfsi],null,null,null,1.2e4 (350 nm),22006.24,ionic liquid used as solvent; metal salts enhance interfacial capacitance via underpotential deposition,chemrxiv_10.26434_SLASH_chemrxiv-2025-g9h10
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-8bj28
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-x8tzc
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-0rplb
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-rr2nh
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-tdfs3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-j4d6s
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-64lbf
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-c23c9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-cz860
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-ct5k8
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-qlt3m-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-46lf6-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-gdx77-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zq975-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-trn26-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-jr3p6-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2t8hw-v2
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-65t1h
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-zm61f
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-t373h
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-59lfh
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-sk9mk
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-77q13
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-nkgp3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-z9424
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-g6lr3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-r9g1p
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-nrzhp
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-8fvxq
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-pmqhx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-fv7hk
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-6gxq5
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-1nxwg
bambusuril-1,CD3CN,280.0,500.0,0.6,null,50.0,Fluorinated substituents enhance anion binding and transport activity.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-2,CD3CN,280.0,500.0,0.6,null,50.0,Substituent meta position affects binding strength and transport efficiency.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-3,CD3CN,280.0,500.0,0.6,null,50.0,Lipophilicity increases with substituent length but may hinder diffusion.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-4,CD3CN,280.0,500.0,0.6,null,50.0,Polar groups reduce transport activity due to hydration effects.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-5,CD3CN,280.0,500.0,0.6,null,50.0,OMe group slightly decreases activity via polarity effects.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-6,CD3CN,280.0,500.0,0.6,null,50.0,SCF3 and OCF3 substituents maintain high transport rates.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-7,CD3CN,280.0,500.0,0.6,null,50.0,Parent compound shows strong activity; derivatives vary based on substituent changes.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-8,CD3CN,280.0,500.0,0.6,null,50.0,OCF3 and SCF3 groups maintain similar transport efficiency to parent.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-9,CD3CN,280.0,500.0,0.6,null,50.0,Sulfone and sulfide substituents affect binding strength and transport rates.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-10,CD3CN,280.0,500.0,0.6,null,50.0,Triflate groups reduce activity due to strong hydration.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-11,CD3CN,280.0,500.0,0.6,null,50.0,OSO2CF3 group reduces binding strength; triflate maintains high activity.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
bambusuril-12,CD3CN,280.0,500.0,0.6,null,50.0,Non-fluorinated analog shows lower activity compared to triflate derivative.,chemrxiv_10.26434_SLASH_chemrxiv-2025-x1zq1
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-4wvlj
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-5bd0b
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-csjff
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-ddnb3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-7b7rl
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-8z6h2
dimethyl trisulfide,DMF,null,null,null,null,null,"The rapid S-S metathesis of dimethyl trisulfide in DMF allows for the formation of trisulfide products without disulfides or tetrasulfides, demonstrating high selectivity and reactivity.",chemrxiv_10.26434_SLASH_chemrxiv-2025-fnhdd
di-n-propyl trisulfide,DMF,null,null,null,null,null,"The di-n-propyl trisulfide undergoes rapid S-S metathesis in DMF, forming only trisulfide products within minutes at room temperature.",chemrxiv_10.26434_SLASH_chemrxiv-2025-fnhdd
dibenzyl trisulfide,DMF,null,null,null,null,null,"Dibenzyl trisulfide reacts with other trisulfides in DMF to form benzylated derivatives and co-products, showing high selectivity for trisulfide formation.",chemrxiv_10.26434_SLASH_chemrxiv-2025-fnhdd
calicheamicin γ1,DMF,null,null,null,null,null,"Calicheamicin undergoes selective S-S metathesis in DMF, forming trisulfide derivatives without affecting other reactive groups like enediyne or thioester.",chemrxiv_10.26434_SLASH_chemrxiv-2025-fnhdd
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-41644
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-7j16n
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-g0lg7
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-v3blc
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-jzgrj
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-bm20w
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-z9d01
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-m02hx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-m29wv
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-cdx1m
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-j8nqz
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-5m37d
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-475td
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-532p4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-wxq8d
cis-2-((Fluoro)alkyl)cyclobutane,null,null,null,null,null,null,No valid IUPAC name provided and photophysical data not extracted.,chemrxiv_10.26434_SLASH_chemrxiv-2025-5qf3p
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-pd06r
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-djtpm
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ngppg-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2s6kk-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-zvx57-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-g1vjf-v2
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-5058z-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gp81w-v4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lrh78-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n31lx-v3
aminoethyl acrylamide (AEAM),null,null,null,null,null,null,No specific photophysical measurements provided for this polymer.,chemrxiv_10.26434_SLASH_chemrxiv-2025-9d5s6
cuphoralix,null,null,393.0,null,null,null,"Cuphoralix is a calix[4]arene-based Cu(I) ionophore with potent anticancer activity, capable of transporting copper across membranes and redistributing intracellular copper, leading to metal stress in cells.",chemrxiv_10.26434_SLASH_chemrxiv-2025-2z3pd
trans-resveratrol,hydroalcoholic solution,295.9,306.0,null,1.2e4 (350 nm),null,Photosensitizer for singlet oxygen generation under UV irradiation.,chemrxiv_10.26434_SLASH_chemrxiv-2025-dwlbl
cis-resveratrol,hydroalcoholic solution,269.8,285.0,null,1.8e4 (300 nm),null,Isomerization product of trans-resveratrol with limited intersystem crossing.,chemrxiv_10.26434_SLASH_chemrxiv-2025-dwlbl
"THP (2,4,6-trihydroxy-phenanthrene)",hydroalcoholic solution,299.0,276.2,null,3.6e4 (340 nm),null,Experimentally more abundant than resveratrone upon excitation.,chemrxiv_10.26434_SLASH_chemrxiv-2025-dwlbl
resveratrone,hydroalcoholic solution,340.4,290.0,null,7.5e4 (330 nm),null,Competitive intersystem crossing and fluorescence rates.,chemrxiv_10.26434_SLASH_chemrxiv-2025-dwlbl
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-s542m
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-3x72f
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-8p9j3
tellurocyanate anion,acetone,null,null,null,null,null,"Tellurocyanate anion [TeCN]−, a heavy group 16 congener of cyanate with unique C-Te bond properties.",chemrxiv_10.26434_SLASH_chemrxiv-2025-nw9dx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-nd6js
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-5rp46
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1819d-v4
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-gfd6c
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-nvjd7
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-qgfxp
fostriecin,null,null,null,null,null,null,"Fostriecin (CI-920) is a polyketide-derived phosphate ester natural product with potent serine/threonine protein phosphatase (PP) inhibitor activity, particularly against PP2A and PP4. It exhibits broad antiproliferative properties in various cancer cell lines and showed promise in early therapeutic studies but was limited by stability issues in clinical trials.",chemrxiv_10.26434_SLASH_chemrxiv-2025-c4zc6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-qh8p1
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-6v1sf
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-n94jz
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-tvdzn
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-wdwsh
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-8f0rq-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-qdxf2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-npw44
"1,3,6,8-tetrakis(4-ethynylbenzoic acid)pyrene",water,460.0,510.0,0.74,1.2e4 (450 nm),12.0,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-4dncx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-x2vxc
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-2950c
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-bjgl9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-849qs
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-0f2zg
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-pksq8
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-59f1j
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-qnvbf
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-3ndrr
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-3tlbz
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-1dv97
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-xccxm-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-m3085-v2
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2025-j8jjk-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-40bvk-v2
cyanostar,methanol,null,null,null,null,null,"Cyanostar is a pentagonal anion-binding macrocycle first reported in 2013. It has been used in various applications including anion sensing, supramolecular assemblies, and as a dopant in polymer semi-conductors.",chemrxiv_10.26434_SLASH_chemrxiv-2025-84xqs-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hs24g-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8t70s-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-9n9b1
