mof_name,metal_center,organic_linker,crystal_system,space_group,surface_area,pore_volume,pore_size,synthesis_method,thermal_stability,chemical_stability,applications,topology_code,additional_properties,paper,TP/TN/FP/FN,Notes,rand
Facile Synthesis of Mesoporous Nanohybrid Two-Dimensional Layered Ni-Cr-S and Reduced Graphene Oxide for High-Performance Hybrid Supercapacitors,Ni,Cr-S,Monoclinic,P1 2/m,685.84,0.37,120.87,Single-step synthesis using a chemical method,Stable up to 200°C,"Resistant in acidic and basic environments, stable in water",Used as high-performance hybrid supercapacitors,pcu,High specific surface area for enhanced electrochemical performance,pubmed_10574503,,,0.7418125488
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x86xp,,,0.4392585987
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-99wqg,,,0.2006655512
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10425356,,,0.795822398
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-nkggc,,,0.2708600897
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11011877,,,0.431530155
TPA-MIL-68,In(III),TPA-CHO,cubic,P21/c,1518.02,4.83,84.83,covalent modification process,>500°C,stable in acidic and basic environments,white light emission,pcu,enhanced quantum yield compared to pristine MIL-68,chemrxiv_10.26434_SLASH_chemrxiv-2023-d1tsj,,,0.5229512269
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-bfhnh,,,0.1433305223
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10731406,,,0.4127214747
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-gz05h,,,0.3862800184
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11171123,,,0.0516834841
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10739597,,,0.9423862498
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2202.06684v2,,,0.7959755037
mof_name,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6p5xd,,,0.4219488031
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10447939,,,0.8033825639
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rsbjr,,,0.2769949886
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11197092,,,0.5316497937
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11253357,,,0.0137988795
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10695029,,,0.8179361997
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0zx26,,,0.9427991419
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11178707,,,0.9979676127
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11234429,,,0.9723308601
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11186340,,,0.5302043073
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0p4pb,,,0.7633951756
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-sjmtl,,,0.072262883
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-n79rz,,,0.1571083746
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qpmzd-v2,,,0.7398073089
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2021-spcd9-v3,,,0.0467936238
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gz995,,,0.4157601609
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11240137,,,0.4028150709
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-q12fw-v2,,,0.4296489928
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10907558,,,0.5723969787
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mxhgx,,,0.3320416815
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-r9qks,,,0.8589068938
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-5v5s8,,,0.6436965284
PTMTCR@NR-Zn MORF,Perchlorotriphenylmethyl tricarboxylic acid radical (PTMTCR),Triphenylmethyl radical (PTMTCR),Cubic,P 21/c,9559.56,4.55,7.45,Synthesis and characterization of a novel luminescent metal–organic radical framework,Stable up to 300°C,"Resistant in acidic and basic conditions, stable in water for short periods","Potential applications include sensing, energy storage, electrocatalysis",pcu,"Additional properties: layered crystal structure with 1D microporous channels within layers, luminescence properties, magnetic and electrochemical behavior, solvent-induced structural changes;",pubmed_10870702,,,0.690895892
null,null,null,null,null,null,null,null,null,null,null,null,null,null,unpaywall_10.1021_SLASH_ic062019u.s005,,,0.8182714465
CBT,Cu,"1,2,3-triazole derivative (CBT)",cubic,P 2_1/c c 2_1,7.45,0.68,9.43,Synthesis using CuAAC procedure with chalcone skeleton and implemented as an effective sensor for Pb(II),Stable up to 250°C,"Resistant in acidic, basic, and water environments",Selective detection of Pb(II) ions,pcu,Fluorescent chemosensor properties,pubmed_10623384,,,0.397702158
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-s0hvf,,,0.1926965034
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hkszt-v2,,,0.7809496217
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-tlps8,,,0.1998271148
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10650449,,,0.3564773665
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11280295,,,0.236808548
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-77mrp,,,0.5837281314
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7p1s5,,,0.613640642
mof_name_2,null,null,null,null,null,null,null,null,null,null,application_example_12,topology_code_1234567890,additional_properties_ABC,pubmed_10879514,,,0.796790194
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11122737,,,0.3269932331
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10466004,,,0.6917817744
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-25pgl,,,0.3790939366
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ldwcs,,,0.8335526932
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10590969,,,0.5586184829
Mesoporous Copper Cobalt Oxides,Copper Cobalt,Organic Linker Not Provided,Tetragonal,P 4/mmm,null,null,null,Inverse Micelle Method,250-600 °C in Vacuum or Air,Stable in Basic and Water Environments,Supercapacitor Electrodes,pcu,"High Surface Area, Controlled Pore Size for Supercapacitors",pubmed_10851267,,,0.9133729788
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wpfkb-v2,,,0.8617892826
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f0d4h,,,0.9733022419
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10851224,,,0.1183268747
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11137151,,,0.1762296434
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ff18g-v2,,,0.3115851444
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-h76kd,,,0.1856137679
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10913045,,,0.6863502711
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p269z,,,0.979993429
RadialOrderedStructure,Ni,B,Cubic,P 4/nmm,null,null,127.56,Sintering process with B doping,Up to 300°C,"Stable in acidic and basic environments, soluble in water at high temperatures",Enhancing structural stability of Ni-rich cathodes for LIBs,pcu,"Surface area improves upon sintering; pore volume stabilizes under various conditions; average pore size decreases due to twin growth;""no information found""",pubmed_10699547,,,0.0029796357
another_mof_example,yet_another_element_or_cluster,one_more_linker_compound,null,null,null,null,null,null,null,null,null,null,,pubmed_10758979,,,0.1563172853
another_mof_name,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10891041,,,0.3536303223
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10809318,,,0.2275897849
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-q0zdf-v2,,,0.2553199441
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10717923,,,0.6201642025
ZIF-67-Derived Flexible Sulfur Cathode,Fe-Zn,4-Aminoimidazolecarboxylic acid (AICA),tetragonal,P 2_1/c c a,null,0.935,8.9,Solvent casting and impregnation method,"60-70°C, air atmosphere for calcination",Stable up to 400°C in dry air or inert gas environment,"High sulfur utilization, improved cycling stability, enhanced rate capability compared to conventional cathodes",pcu,Flexible self-supporting structure with high catalytic activity and adsorption capacity,pubmed_11052357,,,0.9855482411
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10883363,,,0.8079154906
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11022102,,,0.6702480528
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11152099,,,0.1500484077
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5g8jg,,,0.3109932048
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bclq3,,,0.331023003
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4l9cz,,,0.915916644
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2310.06851v1,,,0.4643803136
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11019479,,,0.9641907671
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10967308,,,0.5281112618
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tndtk,,,0.2001084164
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6r168,,,0.1577006411
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10813065,,,0.7821257187
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10934507,,,0.0217031166
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11242776,,,0.1500467695
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-dc750,,,0.4284470065
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10439164,,,0.2243866443
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gc2s8,,,0.2821584353
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10816534,,,0.7459385986
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10725395,,,0.0661139807
mof_name,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11208717,,,0.526020434
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10742378,,,0.6985072158
MOF-1,Zn(II),"2,6-NDA;DPBT",Monoclinic,C2/ca,4,3.53,14.08,Mixed-ligand approach,Up to 800 °C in N₂,Stable in various chemical environments,"Selective, sensitive, convenient turn-on response sensor for DPA detection",pcu,"High purity, pH stability, thermal stability",pubmed_11206062,,,0.8341731993
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-f3bc5,,,0.3282198198
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xpc5s,,,0.0356539134
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10844643,,,0.9153044191
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11217525,,,0.1308720158
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hh95h-v2,,,0.2578280293
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-85hg8,,,0.5938742138
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11001993,,,0.3242947774
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-q5zpn,,,0.2518697456
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qfm04,,,0.5802868819
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qsvv5,,,0.792832626
Metal–Organic Frameworks with an X-ray Triggerable Prodrug for Synergistic Radiotherapy and Chemotherapy,Hf-TP-SN,7-ethyl-10-hydroxycamptothecin (SN38),cubic,P2 1/c 1,2122.22,null,null,Synthesis of Hf-TP-OH nMOF and its postsynthetic modification with SN38 to afford Hf-TP-SN nMOF along with the proposed mechanism for X-ray triggered release of SN38 from Hf-TP-SN,50 - 120 °C,"Stable in acidic, basic, and water environments",Synergistic radiotherapy and chemotherapy,pcu,null,pubmed_10472429,,,0.4387602401
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hl2vr,,,0.63327942
metal_center,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2404.13579v1,,,0.6105363024
null,null,null,null,null,null,null,null,null,null,null,null,null,null,unpaywall_10.3389_SLASH_fchem.2020.00292,,,0.8228312938
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gkl0q-v2,,,0.570052671
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d97rm,,,0.7262570481
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_1904.06075v1,,,0.1355595174
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-r5kct-v4,,,0.6880574876
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0x5ss,,,0.510646641
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4wtg8,,,0.5361125367
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tdl2v,,,0.209007035
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-43db8-v2,,,0.5553856615
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l48f9,,,0.0027752954
mof_name,null,null,tetragonal,P -65,null,null,null,cold-bonding process using cement and water,up to 80 °C,considered in the paper but not specified,structural applications with potential for carbon sequestration,dia,no additional properties provided,chemrxiv_10.26434_SLASH_chemrxiv-2023-wqvkv,,,0.4289052903
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xswnt-v2,,,0.1729886965
