mof_name,metal_center,organic_linker,crystal_system,space_group,surface_area,pore_volume,pore_size,synthesis_method,thermal_stability,chemical_stability,applications,topology_code,additional_properties,paper,TFPN,Notes,rand
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857702,,,0.7258862751
iCOF-Cl,null,"thieno[3,4-b]thiophene (TbT), 4,4′-bipyridinium dichloride",tetragonal,null,null,null,30.5,"Zincke-type polycondensation using 1,3,5-tris(4-aminophenyl)benzene and Zincke-ThBiPy in ethanol/water at 100°C for three days",Up to 900°C,null,Precursor for Ru/RuO2-embedded N/S-co-doped porous carbon composites for electrochemical nitrogen reduction reaction (eNRR),null,"Crystalline structure with AB-stacking, low band gap of 1.88 eV, high ionic conductivity",pubmed_11858955,,,0.072459921
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11828769,,,0.4527366913
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11869937,,,0.3713522751
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901869,,,0.6941049693
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11848929,,,0.1419952158
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11866014,,,0.3601496834
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11852044,,,0.8270694632
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11851925,,,0.2307397681
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901998,,,0.6313171803
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901970,,,0.2669129577
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11808276,,,0.7654331143
ZIF-8,Zinc,2-methylimidazole,null,null,1800,null,null,Precipitation method using zinc nitrate hexahydrate and 2-methylimidazole in methanol,null,Stable in aqueous and basic media,"Antibacterial activity, drug delivery",pcu,"High surface area, porosity, biodegradability, thermal stability",pubmed_11841006,,,0.2613672225
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11876289,,,0.9299482657
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11850892,,,0.6358258759
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11865976,,,0.9047742658
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902262,,,0.6554023242
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11899517,,,0.4402951994
example_1,example_2,example_3,example_4,example_5,null,null,null,example_9,example_10,example_11,example_12,example_13,example_14,pubmed_11897134,,,0.3488979421
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11862073,,,0.4903680526
PCN-222,zirconium-based,null,null,null,null,null,null,solvothermal synthesis,null,null,tumor-targeted chemo-photodynamic combination therapy,null,"PEG-coated, colloidal stability",pubmed_11858586,,,0.3038098984
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857668,,,0.9310949144
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11891650,,,0.2827060283
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901934,,,0.5212977454
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857517,,,0.4957977859
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858195,,,0.1944656607
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11829950,,,0.4753908427
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11840099,,,0.8435374841
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901139,,,0.2541266289
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11848423,,,0.6714249407
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11868592,,,0.2783039701
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11906781,,,0.0376414452
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11860084,,,0.0332433085
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11893688,,,0.6938244181
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11885302,,,0.816030008
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11891653,,,0.5821443826
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11910557,,,0.4448783498
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11891068,,,0.7755000091
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11889217,,,0.0411957642
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901533,,,0.5427587079
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11807932,,,0.9811560179
BioHNS,Cu,null,null,null,51.39,null,null,Metabolic insertion of Cu NPs into diatom frustules,20-60 °C,Resistant to high pH and temperature,Uric acid detection in biomedical applications,null,"Hierarchical porous structure, high mechanical strength",pubmed_11897952,,,0.4402450374
ZIF-8,zinc (Zn),imidazole,null,null,null,null,null,solvothermal synthesis,null,null,drug delivery carrier for tumor immunotherapy,null,nanoparticles with high porosity,pubmed_11859595,,,0.5360520885
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11898084,,,0.2000466739
example_1,example_2,example_3,example_4,example_5,null,null,null,example_9,example_10,example_11,example_12,example_13,example_14,pubmed_11907292,,,0.1912512144
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11838004,,,0.7090614189
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901626,,,0.8654636357
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901447,,,0.7964247558
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901858,,,0.5174820831
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11880738,,,0.0823059722
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11847603,,,0.9747140005
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858338,,,0.9823494218
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902119,,,0.3662080728
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11870830,,,0.8874159602
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11886669,,,0.6968081866
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11868957,,,0.0944593193
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857967,,,0.5813618309
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876589,,,0.1252181728
COF-1,null,null,cubic,Pm-3n,719,null,null,sonochemical synthesis,null,null,null,pcu,high BET surface area,pubmed_11912503,,,0.724505035
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902142,,,0.4722887992
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11856942,,,0.6246123041
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902147,,,0.9534408152
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11899016,,,0.8222622008
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11900089,,,0.5556947673
Co4/ Mg2Al-LDH,Co(II/III),null,hexagonal,null,null,null,null,intercalation into Mg2Al-LDH,thermally stable up to 300°C,"stable in neutral media, degrades in strong alkali",water oxidation catalysis,null,"high surface area, confinement effects",pubmed_11863369,,,0.0694999185
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11859495,,,0.3001115758
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11906688,,,0.4412344473
Ni3HHTH2,Ni²+,hexahydroxytrithiatruxene (HHTH),null,null,960,null,21,solvothermal synthesis at 85°C with H2O and DMAc,up to 200°C,null,quantum qubits and spin arrays,null,"high crystallinity, persistent spin centers, fewer hydrogen atoms, nuclear spin-free oxygen and sulfur",pubmed_11912308,,,0.4293683167
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11898069,,,0.3848195674
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11912543,,,0.9235760972
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11850385,,,0.1373525937
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11814081,,,0.5531232227
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11869965,,,0.8505012114
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11829430,,,0.440275922
Hf/TCPP NMOFs,Hf⁴+,tetrakis(4-carboxyphenyl) porphyrin (TCPP),null,null,null,null,null,Produced as described in a previous study [29],null,null,Enhancing radiotherapy efficacy by sensitizing HCC cells to low-dose X-ray radiation and preventing recurrence postresection via potentiating NK cell immunity,null,Ability to load tRF5-Gi and enhance RT-induced cytotoxicity,pubmed_11809039,,,0.8121941241
BP/Hf 12-Ir,"Hf, Ir",DBB-ir-F,null,null,null,null,null,solvothermal,null,good chemical stability in physiological conditions,metabolic reprogramming and radiosensitization for cancer radiotherapy,null,"positively charged, mitochondria-targeted, releases BP under high phosphate conditions",pubmed_11843481,,,0.3616483004
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11853991,,,0.5136896162
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11859521,,,0.0344086164
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11812260,,,0.4473605177
Zn/Co-ZIF@CNTs,"Zn, Co",2-methylimidazole,cubic,null,null,null,null,Solvothermal synthesis,null,High thermal and chemical stability,"Dye removal (methyl orange, methylene blue)",pcu,"High porosity, large specific surface area, stable cubic crystal structure",pubmed_11815555,,,0.3568121993
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11891905,,,0.4209655228
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858168,,,0.0508640509
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11887050,,,0.1344085706
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11912348,,,0.0646424608
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11852758,,,0.6773298136
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11852203,,,0.9951166685
4,Fe,Ph-BIAN,monoclinic,C2/c,null,null,null,Combination of Ph-BIAN and Fe(II) salt in methanol under N2,Stable up to 400 K,Stable under study conditions,"sensors, displays, actuators, electronics, spintronics",null,Undergoes thermal and light-induced valence tautomerism with concerted spin transition,pubmed_11878289,,,0.147305168
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11837997,,,0.9872718051
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11909208,,,0.2748216668
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11889273,,,0.0971986346
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11909164,,,0.3815264127
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11889517,,,0.9250662576
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11869161,,,0.6509724599
example_organoid_1,neural progenitor cells,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,pubmed_11869974,,,0.5960780366
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11887429,,,0.3621119251
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11887059,,,0.6968424611
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858130,,,0.2049853022
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901993,,,0.521829562
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11866930,,,0.132823956
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865074,,,0.3199973367
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11907065,,,0.0572415539
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11874808,,,0.8959635596
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11881520,,,0.5546273405
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902770,,,0.8002583131
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11869180,,,0.5548361011
ZnO-PAN Composite Membrane,Zinc Oxide (ZnO),Polyacrylonitrile (PAN),null,null,null,null,100,Hydrothermal synthesis of ZnO and electrospinning of PAN followed by physical vapor deposition of ZnO,null,Stable under electrocatalytic conditions,"Dye removal, wastewater treatment",null,"High flux, antifouling properties, mechanical stability",pubmed_11845763,,,0.5969818423
pcu,Cu²⁺,"1,3,5-benzenetricarboxylate (BTC)",null,null,null,null,null,Solvothermal synthesis,null,Stable under dry conditions; susceptible to moisture-induced degradation,CO2 capture and separation in mixed matrix membranes (MMMs),null,null,pubmed_11833178,,,0.2424489148
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11891929,,,0.2174512015
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11869102,,,0.9450904045
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902586,,,0.0928145905
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901710,,,0.3727394217
WO3,W,null,null,null,null,null,null,hydrothermal synthesis,null,null,"degradation of pharmaceutical compounds (diclofenac, amoxicillin, tetracycline)",null,high Faradaic efficiency for persulfate generation,pubmed_11886689,,,0.9483237988
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11880236,,,0.13348331
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11825005,,,0.8351437657
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11844433,,,0.874019393
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11870027,,,0.349511246
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11854960,,,0.1697302405
UiO-AZB-F_33%,Zr,"H2ABDA, H2ABDA(3,5-F)",cubic,Im-3m,2052,0.67,null,solvent-mediated synthesis with varying linker ratios,null,null,"drug delivery, on-demand drug release",pcu,"tunable pore environment, cooperative ligand binding",pubmed_11887053,,,0.1752665262
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902073,,,0.1137907025
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11859342,,,0.517683564
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901726,,,0.4031874253
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11880593,,,0.1442291758
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11880010,,,0.4523920212
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11866205,,,0.8589514422
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11859431,,,0.7548877965
SNC,null,Sulfur and nitrogen,null,null,360.7,null,null,Template-assisted method,null,null,Bisphenol A removal via PMS activation,null,Sulfur–nitrogen co-doped porous carbon,pubmed_11808356,,,0.3043523422
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11903714,,,0.9804798299
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11876945,,,0.7244423835
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11850700,,,0.1039611686
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904076,,,0.4388684705
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857416,,,0.7567979069
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11855841,,,0.7282344119
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858448,,,0.449587459
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904115,,,0.0817543885
UiO-66,zirconium (Zr),terephthalic acid,null,null,null,null,null,solvothermal synthesis,null,null,drug delivery carrier for tumor immunotherapy,null,nanoparticles with high porosity,pubmed_11859595,,,0.5426837343
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11873738,,,0.0396486085
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901687,,,0.8074670783
